golden_id,review_id,golden_intent,difficulty_hint,escalation_required,escalation_reason,expected_action,resolution_criteria,annotation_status,annotation_note,candidate_intent,escalation_hint,model_review_intent,model_review_escalation_required,model_review_escalation_reason,model_review_expected_action,model_review_resolution_criteria,model_review_decision,model_review_note,final_intent,final_escalation_required,final_escalation_reason,final_expected_action,final_resolution_criteria,review_decision,review_notes,candidate_id,conversation_id,total_turns,customer_turns,company_turns,first_customer_message,customer_messages,company_responses,intent_score_hint,selection_reason
GLD0094,GR0084,prime_membership,medium,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,TRUE,prime_membership,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0174,1777696,10,5,5,"@AmazonHelp Every time i order any product, it is not being delivered on promised time. Every time it is getting delayed by your courier services","@AmazonHelp Every time i order any product, it is not being delivered on promised time. Every time it is getting delayed by your courier services || @AmazonHelp I have cancelled all the orders which were getting delayed and i will make sure, that i am not going to place any order on amazon. || @AmazonHelp Already reported this multiple times to your customer service executives. But did not get any improvement in this regards. Now it would be better if you guys cancel my prime membership and return the amount that you guys have charged for being a prime member || @AmazonHelp My registered mobile number is 9643319501. You can track all the issues and orders now || @AmazonHelp I updated all the details required by you on the link shared by you. And after that i did not get any uodate. This kind of service is provided by #AmazonPrime @AmazonHelp @115821 @115850","@534144 Sorry to hear that, could you please let us know what went wrong so that we can look into it. ^SU || @534144 Apologies for the unpleasant experience. Please let us know if there is any unresolved issue. We'd be glad to assist you. ^JS || @534144 Certainly not the kind of experience we'd want you to have. Please report it to our support team here: https://t.co/eTnoaip9pB so that we can fix this at the earliest. ^JS || @534144 Apologies for the experience. We'd like to assist you. Please share the details here: https://t.co/GIJyeYqKE0 and we will get in touch with you soon. ^BS || @534144 please don't provide your order or contact details, as we consider it to be personal information. Our Twitter page is public.? Appreciate your understanding. 2/2^EM",4,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0095,GR0104,prime_membership,medium,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,FALSE,prime_membership,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0178,629541,12,6,6,"@AmazonHelp I already talk with ur customer care 3 times but they completely fail to help me. Kindly shut your customer care unit or properly trained them. Even ur customer care are not capable to give me compliant no. So give some responsibility to them. 
#bullshit_service #buckshot_Amazon","@AmazonHelp I already talk with ur customer care 3 times but they completely fail to help me. Kindly shut your customer care unit or properly trained them. Even ur customer care are not capable to give me compliant no. So give some responsibility to them. 
#bullshit_service #buckshot_Amazon || @AmazonHelp What does it means .
Is Amazon deliver my product tomorrow at my address or not. 
If yes then send me expected time of delivery. 
Is your delivery agent's mobile no. is on or switched off as today.
@118702 @133462 @206651 @4030 @115821 https://t.co/uxKCKosgM0 || @AmazonHelp I send the details at link provided by you.

NOW 

Tell me the policy . If u delay in delivery to a prime member then how can u compensate for such inconvenience.

First tell me how u compensate me if u delay my order as I m prime member . || @AmazonHelp Why you people don't answer my this question || @AmazonHelp But customer care said that Amazon have compensation policy . They extend my prime membership 1 month more || @AmazonHelp What confusion . Clear me about confusion . 
@AmazonHelp @118702 @4030 @14281 @29472 @29473 
#amazon_was_confused 
#confused_amazon 
#big_shame 
@115851 Amazon become confused in India . Kindly shut ur site Amazon.in","@269134 I'm sorry you've not received your order yet. Please connect with our support team here: https://t.co/vlvfJr4nN9 and we'll surely help you out with your concern. ^HS || @269134 Apologies for the trouble with the delivery of your order. We'd like to take a closer look into this and help assist. Kindly share your details here: https://t.co/cQVomR1pWz and we'll have this sorted at the earliest. ^KH || @269134 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^KA || @269134 Thanks for sharing your details in the link. We regret the delay in delivery of your order. We'll look into your issue and get back to you with an appropriate resolution via email soon. ^NR || @269134 I get your disappointment with the delivery of your order. We do not have any compensation policy. However, as you've shared that details, we'll check and reach out to you. ^MO || @269134 I'm sorry for the confusion. We have received your details and will get back to you with an update soon. Appreciate your understanding.  ^SD",4,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0096,GR0085,prime_membership,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,FALSE,prime_membership,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0169,2723410,2,1,1,@AmazonHelp I did it. All I'm getting is empty promises and the issue keeps repeating. Let me know how to cancel Prime membership. I'm moving to flipkart advantage.,@AmazonHelp I did it. All I'm getting is empty promises and the issue keeps repeating. Let me know how to cancel Prime membership. I'm moving to flipkart advantage.,"@241584 I'm sorry for the tiresome experience, Raj. While I'll certainly take your feedback and share it internally, I'd insist you respond to our email so we could take it from there. ^JC",4,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0097,GR0086,prime_membership,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,FALSE,prime_membership,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0163,538493,4,2,2,"@AmazonHelp No, I’ve only ever had one amazon account which is the one I am using now for prime. Prime membership appears fine on that account which is why the letter is a bit puzzling.","@AmazonHelp No, I’ve only ever had one amazon account which is the one I am using now for prime. Prime membership appears fine on that account which is why the letter is a bit puzzling. || @AmazonHelp Yes it is referencing prime video. I have had a trial of amazon prime years ago, definitely not within the last year however.","@244844 Great question, Rachael! We do send out post from time to time. Do you have an old Amazon account you no longer use that could have your address on it? ^AR || @244844 Is the letter referencing Prime Video? Have you had a free trial for Prime Video or ended your Prime membership within the last year? ^RA",4,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0098,GR0087,prime_membership,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,FALSE,prime_membership,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0166,2452821,4,2,2,"@AmazonHelp That's my concern I am unable to buy Prime video.
Couldn't get help from CC team as well after wasting almost 1Hr on call with them.","@AmazonHelp That's my concern I am unable to buy Prime video.
Couldn't get help from CC team as well after wasting almost 1Hr on call with them. || @AmazonHelp This is the main thing of Amazon prime &amp; I think everyone knew it.
I just want to buy Prime membership from Amazon Prime App is it possible?","@702767 or your desktop or laptop. It should work. 2/2 ^SK || @702767 You would not have to buy Prime Videos. Once you are a Prime member, one of the benefits of the membership is (1/2)^SF",4,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0099,GR0089,prime_membership,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,FALSE,prime_membership,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0168,512367,4,2,2,@AmazonHelp I'm speaking to a member of your life chat team now.,"@AmazonHelp I'm speaking to a member of your life chat team now. || @AmazonHelp I've been told they only see 0.00 for ""card verification""...

I see 1.00 for Prime membership. Your girl Varsha is lying to me.

I want my pound back, you sneaky buggers.",@237830 I'm sorry you're seeing another charge! Does the subscription show as canceled here: https://t.co/DFK57gHLgE ? ^DD || @237830 Thank you for that information! Please keep us update! ^LS,4,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0100,GR0094,prime_membership,medium,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,FALSE,prime_membership,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0177,1031541,6,3,3,"@AmazonHelp I have a doubt. Do I get an extension on my Prime Subscription with my Echo or not?
I already own a Prime membership. //cc: @119625","@AmazonHelp I have a doubt. Do I get an extension on my Prime Subscription with my Echo or not?
I already own a Prime membership. //cc: @119625 || @AmazonHelp But I still have around 6 months of subscription left. That will be added to 1 year free subscription. Right? || @AmazonHelp This T&amp;C clause from Amazon says something else. Please clarify. Link: https://t.co/seLQlRbckq https://t.co/JA8WY7mzji","@121403 That's great! ?? Hmm...?? I shall forward this as a feedback to the concerned team for review. Enjoy the device! ?? ^HR || @121403 For existing prime members, the prime subscription will be renewed automatically for one year once the device is shipped. ^BV || @121403 It doesn't work that way, Anmol. Once the device ships, the new Prime membership for a year begins. ^MS",4,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0101,GR0096,prime_membership,medium,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,FALSE,prime_membership,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0180,2347756,6,3,3,@AmazonHelp Yep. It just arrived today...,@AmazonHelp Yep. It just arrived today... || @AmazonHelp USPS was assigned the delivery. I can't even remember the last time something arrived when checkout said it would. || @AmazonHelp I have not had a chance to do that but would appreciate if you could. I pay a lot of money for my Prime Membership &amp; have been a member for years..  the shipping time has definitely been sub par compared to the past...,@326148 Hi Sarah! Do you currently have an order out that has missed the delivery date provided at checkout? ^NC || @326148 I am sorry to hear that we missed the mark in processing your order.  Rest assured that is not at all the experience we want you to have. Which carrier assigned the delivery? You can locate the carrier in the order details from here:  https://t.co/Y5jpI9gRhE ^CH || @326148 Have you had a chance to reach out to USPS directly about the delayed orders? We can also leave carrier feedback for you as well here: https://t.co/hApLpMlfHN ^VS,4,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0102,GR0098,prime_membership,medium,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,FALSE,prime_membership,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0176,2882574,8,4,4,"@AmazonHelp Yea, same day delivery didn’t get delivered TWICE. After leaving delivery instructions, even though even when I haven’t I usually get a phone call. Also my previous package with 2 day delivery was a day late. What’s the point in being a prime member?","@AmazonHelp Yea, same day delivery didn’t get delivered TWICE. After leaving delivery instructions, even though even when I haven’t I usually get a phone call. Also my previous package with 2 day delivery was a day late. What’s the point in being a prime member? || @AmazonHelp Texas, USA so I guess @115821. || @AmazonHelp I will not. I’ve already talked to someone. I’m sure y’all will be no help just like the person I talked to was. || @AmazonHelp Well since I’ve already tried talking to you guys on the phone. Let’s try email then. But the refund for my echo dot has already been initiated... first step to erase @115821 from my life...Next is the cancellation of my PRIME membership.","@799756 Hi, sorry to hear this. Can you tell us a bit more about what has happened? ^BZ || @799756 Thank you for that information! To better assist you, could you please let us know from which of our marketplaces were these orders placed? https://t.co/nUUp5MLhYl, https://t.co/ykTUEmdsQA, etc. ^RB || @799756 Thank you for confirming this. Can you please reach out to us through the link below so we can look into this for you: https://t.co/hApLpMlfHN.^GA || @799756 I'm sorry about the poor experience. We would like the chance to assist you with this. Please contact us at the link provided above so we can take a look for you. ^MI",4,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0103,GR0102,prime_membership,medium,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,FALSE,prime_membership,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0172,1505488,10,5,5,@AmazonHelp Absolutely no reason given on any of the occasions that I have rung this week and last week,@AmazonHelp Absolutely no reason given on any of the occasions that I have rung this week and last week || @AmazonHelp I have numerous emails and all they state is “we’re sorry to tell you there may be a delay in delivering your order”. No actual reason given? || @AmazonHelp Back to #StillWaiting nothing new there then.  If it doesn’t turn up today I will be demanding a full refund. || @AmazonHelp #stillwaiting @115830 after being a prime member for 10+ years I definitely won’t be renewing my prime membership #notworththemoney || @AmazonHelp Yes I know but I have been waiting since yesterday when it was supposed to be delivered!,"@468403 I'm very sorry to hear this, Lisa. When you contacted us, was there any reason given for the delay of this order? ^TH || @468403 I am sorry to hear this Lisa, can I ask were you emailed with a reason as to why there was a delay here? Can I ask for you to check your spam/junk folder also please? Thanks ^GA || @468403 I'm sorry for the trouble this has caused, Lisa. I definitely understand your disappointment. In this case, please keep us posted on delivery by 21:00 today. ^SD || @468403 Please get back to us with an update if your order does not arrive today ^BZ || @468403 I'm very sorry to hear this, Lisa. Has your order still not arrived? Most deliveries can be made until 21:00. ^TH",4,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0104,GR0103,prime_membership,medium,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,FALSE,prime_membership,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0175,389953,12,6,6,@AmazonHelp Am on the call with them .. you guys have ruined the experience !!! Shame on u !! @115851,"@AmazonHelp Am on the call with them .. you guys have ruined the experience !!! Shame on u !! @115851 || @AmazonHelp @115851 no need to call me .. you have killed the surprise and what a treatment to a prime member - wish u guys get to the bottom !! || @AmazonHelp @115851 have already shared my details .. what else do u need to further spoil my experience ? || @AmazonHelp @115851 the status still says on the way - This is laughable !! https://t.co/3nBMazoDUE || @AmazonHelp Yes I saw a scripted response @115851 , My confidence in ur credibility has taken a significant hit !! Will not renew my prime membership || @AmazonHelp @115851 and you want to be Earth's best customer centric company-Great vision but r u serious?u need 48hrs more for my order !!","@208321 I'm sorry about the trouble with the delivery. Have you reported this to our support team here: https://t.co/vlvfJr4nN9 ? ^MA || @208321 Apologies for the delay in delivery. Please share your details here: https://t.co/GIJyeYqKE0 &amp; I'll get in touch with you. ^HD || @208321 Please share your details and we'll get this resolved at the earliest. ^HN || @208321 Thanks for sharing the details, Harjiv. We definitely didn't intend this experience, we'll get in touch with you soon. ^JC || @208321 We've sent a correspondence to your registered email address. Please check and revert. ^SQ || @208321 Kindly respond to our email and we'll respond accordingly. ^NR",4,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0105,GR0090,prime_membership,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,FALSE,prime_membership,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0164,2858141,4,2,2,"@AmazonHelp Frustrations? I was lied to by one of your supervisors, thoroughly messed around and now another order is ""affected by events outside our control"" How can you reschedule a delivery if items are ""lost"" Get a grip! Yes..a current order...","@AmazonHelp Frustrations? I was lied to by one of your supervisors, thoroughly messed around and now another order is ""affected by events outside our control"" How can you reschedule a delivery if items are ""lost"" Get a grip! Yes..a current order... || @AmazonHelp That it is re-ordered for Wednesday. But that is what they said yesterday for delivery today. It should have been here Friday. Simply, you don't care. You have our Prime Membership and so no incentive to sort! #shockednotshocked",@794313 I'm sorry for any frustration! Are you having trouble with a current order? ^DG || @794313 I am so sorry you had this experience with us. What is the status of the late shipment according to what we told you on the phone? ^DD,3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0106,GR0091,prime_membership,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,FALSE,prime_membership,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0165,2698863,4,2,2,"@AmazonHelp was promised today 19/11 b4 8pm and Ive waited all day for nothing!! Not first time prime has failed 2 arrive on promised date and yet the first email Ive received since this phone call is 2 tell me my prime membership will not be renewed, not sorry or any offer of compensation","@AmazonHelp was promised today 19/11 b4 8pm and Ive waited all day for nothing!! Not first time prime has failed 2 arrive on promised date and yet the first email Ive received since this phone call is 2 tell me my prime membership will not be renewed, not sorry or any offer of compensation || @AmazonHelp No reason at all for the delay but I’ve been told it will definitely be here tomorrow now. However, I will be at work tomorrow and that still doesn’t take away the fact I’ve wasted an entire day for nothing and I pay £80 pa for this privilege","@758272 I'm sorry for the poor experience! We'd love to help out! To further clarify, could you tell us the delivery date provided in your order tracking? Also, what does the current tracking indicate for your order? You can find this info here:https://t.co/aaDyEz1VgE ^VB || @758272 Were you given a reason for the delay or a new delivery date? We'd like to help! ^ZW",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0107,GR0092,prime_membership,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,FALSE,prime_membership,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0170,2132838,4,2,2,"@AmazonHelp They basically said ""Well, that really sucks, but you'll get it in the next couple of days.""  The only reason I ordered from Amazon was to get the stuff ASAP with no hassle; if I knew it was going to be an ordeal I would've just gotten what I ordered locally.","@AmazonHelp They basically said ""Well, that really sucks, but you'll get it in the next couple of days.""  The only reason I ordered from Amazon was to get the stuff ASAP with no hassle; if I knew it was going to be an ordeal I would've just gotten what I ordered locally. || @AmazonHelp Today.  I just got an email that they're extending my prime membership another month but that's kinda just meh.  I feel like Amazon just doesn't care about on time performance.  Sure, I'll get the screen films this week, but I could've gotten them today at Best buy.",@627583 Truly sorry for the wait! Have you had the chance to reach out via phone/chat so that we may explore possible options? ^JE || @627583 I understand your frustration with this! What date was given in the confirmation e-mail? https://t.co/7PJ6vnlQuD ^HS,3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0108,GR0099,prime_membership,hard,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,membership_issue,FALSE,prime_membership,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate the Prime/membership/subscription issue and provide the applicable account or billing resolution.,Membership issue is resolved or a verified next step is provided.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0182,80675,8,4,4,@AmazonHelp J'ai passé une commande le 20/11 pour livraison le 28/11 entre 10 et midi (amazon prime + supplément créneau horaire + supplément emballage cadeau car il s'agissait d'un événement important) Le 27 je reçois un mail disant que le colis a été expédié. jusque la tout va bien 1/1,"@AmazonHelp J'ai passé une commande le 20/11 pour livraison le 28/11 entre 10 et midi (amazon prime + supplément créneau horaire + supplément emballage cadeau car il s'agissait d'un événement important) Le 27 je reçois un mail disant que le colis a été expédié. jusque la tout va bien 1/1 || @AmazonHelp Oui il s'agit du colis prévu mardi. Le problème est que je ne peux pas changer le créneau et je ne vois pas pourquoi je devrais en plus perdre une heure a aller le récupérer au entre chronopost de Strasbourg || @AmazonHelp Je viens enfin de parler à un responsable chez vous qui va essayer d'intervenir chez Chronopost pour avoir le créneau qui me convient. Je croise les doigts, je suis désespérée et à bout de nerfs! || @AmazonHelp malgré l'intervention (ou pas) du responsable hier, le colis a été livré à 10h, heureusement, j'ai eu de la chance avec le chauffeur et j'ai pu réceptionner le colis.","@133896 Bonjour, pouvez-vous m'expliquer votre problème? || @133896 La livraison qui vous a été confirmée pour aujourd'hui, concerne le même article ? ^AR || @133896 Quelle a été la solution proposée par notre SAV ? || @133896 Ravie d'apprendre cela. Tenez-nous informé. ^BR",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0109,GR0126,product_issue,medium,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate the reported product/item problem and provide the appropriate remedy or support path.,Product issue has a confirmed resolution or appropriate replacement/return/support path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,product_issue,TRUE,product_issue,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate the reported product/item problem and provide the appropriate remedy or support path.,Product issue has a confirmed resolution or appropriate replacement/return/support path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0128,888300,8,4,4,"@AmazonHelp Yes, it asks if I want to replace with other stuff that I purchase... Also, by the way, I bought the insurance and can't find the policy for it anywhere...","@AmazonHelp Yes, it asks if I want to replace with other stuff that I purchase... Also, by the way, I bought the insurance and can't find the policy for it anywhere... || @AmazonHelp Now speaking with someone and even though that my item is literally 2 hours old I purchased insurance apparenlty I am not aloud a replacement unit || @AmazonHelp i dont want my money back because i want the item... item now is £155 while i got a deal of £90 || @AmazonHelp The item was sold by @115830 I was told that is not in stock but I don't mind waiting. Called the insurance and they say that because the item is broken down on first use they aren't responsible for it... you're almost losing a customer that spends around 20K a year...","@330917 Hi, sorry to hear that. Have you checked the options available here:  http:https://t.co/5RcjVPJgUP? ^JJ || @330917 Thanks for the information, Nuno! We'd like to help out any way we can, but do not have access to account information here on Twitter. Please reach us here by Phone or Chat: https://t.co/JzP7hlA23B and we will be happy to look into this for you!  ^FR || @330917 In some instances, replacements may not be available. What information or options were we able to provide? ^CS || @330917 We can replace if the item is sold and dispatched by Amazon and is in stock. If the item was sold by a Marketplace Seller, then we'd refund the broken item. Another thing you can try is contacting the manufacturer. ^MG",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0110,GR0127,product_issue,medium,yes,"Security, safety, fraud, or serious complaint signal requires secure/specialist handling.",Investigate the reported product/item problem and provide the appropriate remedy or support path.,Product issue has a confirmed resolution or appropriate replacement/return/support path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,product_issue,TRUE,product_issue,yes,"Security, safety, fraud, or serious complaint signal requires secure/specialist handling.",Investigate the reported product/item problem and provide the appropriate remedy or support path.,Product issue has a confirmed resolution or appropriate replacement/return/support path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0116,2890551,4,2,2,"@AmazonHelp Wrong items sent multiple times, damaged items, drivers not even knocking on door, cut off on the phone twice, unauthorised payments, told incorrect information multiple times on phone, advised to discard of broken item-then attempted to be charged for it. Never used to be as bad","@AmazonHelp Wrong items sent multiple times, damaged items, drivers not even knocking on door, cut off on the phone twice, unauthorised payments, told incorrect information multiple times on phone, advised to discard of broken item-then attempted to be charged for it. Never used to be as bad || @AmazonHelp Thank you, I am currently on the phone at the moment speaking to a manager regarding all of this so hopefully it will be resolved at last.","@467643 Hello Ashleigh, without providing any personal info/account details, could you please explain the issue you are facing? ^BD || @467643 I'm terribly sorry for the poor experience, Ashleigh! We certainly don't expect this to happen. We're not able to view your account via Twitter. However, please allow us another opportunity to look into this further with you here: https://t.co/JzP7hlA23B ^AB",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
