candidate_id,candidate_intent,difficulty_hint,escalation_hint,golden_intent,escalation_required,escalation_reason,expected_action,resolution_criteria,review_notes,conversation_id,total_turns,customer_turns,company_turns,first_customer_message,customer_messages,company_responses,intent_score_hint,selection_reason
G0058,refund_issue,medium,False,,,,,,,581217,4,2,2,@AmazonHelp YOU HAVE BEEN LYING FOR 3 DAYS STRAIGHT ABOUT MY ORDER PROMISING REFUNDS AND CHANGE OF DELIVERY AND NOT DOING IT,"@AmazonHelp YOU HAVE BEEN LYING FOR 3 DAYS STRAIGHT ABOUT MY ORDER PROMISING REFUNDS AND CHANGE OF DELIVERY AND NOT DOING IT || @AmazonHelp No is not a refund of an item is a refund of a SERVICE that DOESNT WORK, I was suppose to receive a product on friday, then promise to received on saturday and for 3 days I have been calling and all I get is LIES AND MORE LIES all I want is my PRIME money BACK!!! all OF IT","@232624 We can't access any account or order information over Twitter. As mentioned before, could you explain the problem you're having so that we can assist you further please?^PJ || @232624 Has your item been returned or is this a refund for an item you have not received? ^AP",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0059,refund_issue,medium,False,,,,,,,2454469,4,2,2,@AmazonHelp it was delayed twice now. and i spoke to you guys and i was trying to see why it was delayed again to get some info and the agent was saying that hes not honoring what the last guy i spoke to was going to do. until i said i wanted my money back to go to a different company,@AmazonHelp it was delayed twice now. and i spoke to you guys and i was trying to see why it was delayed again to get some info and the agent was saying that hes not honoring what the last guy i spoke to was going to do. until i said i wanted my money back to go to a different company || @AmazonHelp well after that im supposedly getting the item i ordered and a refund but im not going to hold my breath.,"@703119 What is the current status of the order here:  https://t.co/Y5jpI9gRhE ? ^TL || @703119 I'm sorry for the poor experience. When you last spoke with us, what options or information was provided?  ^AG",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0060,refund_issue,medium,True,,,,,,,866156,6,3,3,@AmazonHelp A seller TWICE !! Both times wrong items and I called you on the phone about the fraud ! This was 13 days ago and UPS picked the item up,@AmazonHelp A seller TWICE !! Both times wrong items and I called you on the phone about the fraud ! This was 13 days ago and UPS picked the item up || @AmazonHelp Look it’s not true ! If you need Me to post a video of me trying to get help I will be glad too ! WHERE IS MY REFUND ? 13 days ! || @AmazonHelp Claim ? I email you all about this ? And called ! You mean I have to jump threw hoops to get my money that you essentially stole ?,"@128272 I'm sorry for the trouble this has caused, Bradley. We'd love to help! Was the item sent by us or a seller? ^VB || @128272 I'm so sorry to hear this, Bradley! We're here to help! We can be reached anytime here: https://t.co/hApLpMlfHN ^TH || @128272 Have you had a chance to file an A-to-z Guarantee claim? If not, please do so here: https://t.co/3ciExyqQQt ^AC",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0061,refund_issue,medium,False,,,,,,,319404,6,3,3,@AmazonHelp I cancelled the second and in matter of hours followed up with Amazon if I could get that too.  After that the res by reps has raised hell.,@AmazonHelp I cancelled the second and in matter of hours followed up with Amazon if I could get that too.  After that the res by reps has raised hell. || @AmazonHelp Refund is already available in the AmazonPay ac. You are neither letting me buy phone now giving the money back in cc. || @AmazonHelp Tried the link same answers all against @2155 regulations. Amazon pay wallet doesn’t allow transfer back to ac,@192169 I totally get your situation. Could you please confirm if both the phones are same model ? ^HT || @192169 Please do wait till the product reaches our fulfillment center. An automated refund would be Initiated.  2/2 ^SB || @192169 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0062,refund_issue,medium,False,,,,,,,1031575,6,3,3,@AmazonHelp @115850  it's been one month. neither I got my earphones nor the money back. what customer service is this.? no seller contacting nor u.,@AmazonHelp @115850  it's been one month. neither I got my earphones nor the money back. what customer service is this.? no seller contacting nor u. || @AmazonHelp @115850 neither they initiated refund for the same. please look into it and do the needful || @AmazonHelp @115850 no one is contacting me from ur side as well.. it's been over 45 days now. I haven't received my money or my product.,"@364093 We're sorry about the stretch, Sanket. Please connect with us here: https://t.co/vlvfJr4nN9 and we'll investigate. ^HK || @364093 That's unusual. Could you please confirm if you've shared your details using the secure link provided earlier? ^AP || @364093 I apologize for the inconvenience. Kindly share your details here: https://t.co/beaaDm0muc and I’ll contact you soon. ^VH",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0063,refund_issue,medium,True,,,,,,,2460836,6,3,3,"@AmazonHelp @115850: your payment page says ""pay with Amazon pay"".But there is no payment option.. Contradictory https://t.co/FCdDtK1fO5","@AmazonHelp @115850: your payment page says ""pay with Amazon pay"".But there is no payment option.. Contradictory https://t.co/FCdDtK1fO5 || @AmazonHelp The link is of no use now as I have already loaded money into Amazon pay. Just tell me how can u refund it?? || @AmazonHelp I have already contacted Amazon support and got a reply that they cannot refund my money. This is pathetic.To get my money back I have to tweet you 100 times.",@152495 Sorry about the trouble. Current guidelines do not permit purchase of gift cards with Amazon Pay Balance. You can refer here: https://t.co/mKnBgcidrC for details about using a gift card to place the order. ^AR || @152495 I understand your concern regarding the payment issues. Amazon pay balance cannot be used to purchase other gifts cards. Please refer : https://t.co/6SFF4KNZ1n for more information. ^SS || @152495 I get your concern. Please contact our support team here : https://t.co/rS49hgaADF so that we can assist you accordingly. ^SS,2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0064,refund_issue,hard,False,,,,,,,2915888,12,6,6,"@AmazonHelp My computer that I bought recently stop working and I have been trying to get something worked out with Amazon.. First I was told that I was going to get a refund, then no...","@AmazonHelp My computer that I bought recently stop working and I have been trying to get something worked out with Amazon.. First I was told that I was going to get a refund, then no... || @AmazonHelp @5965 good customer service @115821 || @AmazonHelp That you guys sold me a defective product. Also, no trust that I will return the product... I am trusting you with my credit cards and have always been honest. In the meantime I am not able to work because of it... || @AmazonHelp Would you be satisfied with this purchase .. a laptop that breaks only 5 months after being purchased? and the way I was treated by the @115821 customer service ... I also spent over an hour on hold.unacceptable and getting different answers || @AmazonHelp I was not able to reach the manufacturer... also, this is not only about that ... it’s also poor treatment from your customer service || @AmazonHelp A laptop is not supposed to stop working 5 months after you sold it to me. It is obvious the product was defective when it was sold to me","@807103 I'm sorry for the inconvenience! Can you tell me a little more about the reason for your call? ^LA || @807103 I'm so sorry for the poor experience. Are you still within our return window?  ^AG || @807103 What resolution were we able to provide you when you called back? ^WM || @807103 I'm sorry for the poor experience, Jo. How long ago did you purchase the laptop? ^KL || @807103 Thank you for the information. Since the laptop is outside the return window the manufacturer's warranty would cover it. Have you spoken with the manufacturer? If so, what insight were they able to provide? ^LJ || @807103 This isn't how we want you to feel, and I understand your frustration. The manufacturer is in the best position to help. ^BH",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0065,refund_issue,hard,False,,,,,,,619087,8,4,4,@AmazonHelp Stop this crap of sending message saying. We have replied back. Whereas there hasn’t been any reply for a week.. stop fooling the customers. Stop playing this dirty game of auto message. Had there been a genuine concern to resolve there would have been atleast a single call to me,@AmazonHelp Stop this crap of sending message saying. We have replied back. Whereas there hasn’t been any reply for a week.. stop fooling the customers. Stop playing this dirty game of auto message. Had there been a genuine concern to resolve there would have been atleast a single call to me || @AmazonHelp There is no email from the social media team.. stop killing time by sending such repetitive emails of reply sent. It u truly intend give a concrete reply.. || @AmazonHelp Please check ur records amazon acctn details are already shared thru dis link earlier. Stop this nuatanki of being concerned. Answer what is my acctn no and the bank name which u claim the amt has been transferred since u have it in ur records || @AmazonHelp Keeping u posted on wat that u guys are not resolving the concern raised 25 days back. Amazon jus doesn’t intend to refund.. atleast stand up to be straight forward saying u are not resolving the concern. Such a shame u guys r disgusting lot,"@197812 Apologies for the delay. We've sent a correspondence here: https://t.co/8DAc10S7ww kindly check and reply. ^MN || @197812 I request you to reply to the email sent to you by the Social Media team for further assistance. If you're still unable to find our correspondence, you may fill in the form again here: https://t.co/SK1AZRszNa and we'll get in touch with you soon. ^PJ || @197812 I apologize that you haven't received a correspondence yet. Kindly share your Amazon account related details here: https://t.co/beaaDm0muc so that we can recheck our records and get back to you at the earliest. ^JS || @197812 We wouldn't be able to access your account on Twitter. Please refer to the link shared earlier. Also, kindly let us know if you've received any correspondence from us. Do keep us posted for further concerns. ^BV",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0066,refund_issue,hard,False,,,,,,,2915885,10,5,5,"@AmazonHelp My computer that I bought recently stop working and I have been trying to get something worked out with Amazon.. First I was told that I was going to get a refund, then no...","@AmazonHelp My computer that I bought recently stop working and I have been trying to get something worked out with Amazon.. First I was told that I was going to get a refund, then no... || @AmazonHelp @5965 good customer service @115821 || @AmazonHelp That you guys sold me a defective product. Also, no trust that I will return the product... I am trusting you with my credit cards and have always been honest. In the meantime I am not able to work because of it... || @AmazonHelp Would you be satisfied with this purchase .. a laptop that breaks only 5 months after being purchased? and the way I was treated by the @115821 customer service ... I also spent over an hour on hold.unacceptable and getting different answers || @AmazonHelp I was not able to reach the manufacturer... also, this is not only about that ... it’s also poor treatment from your customer service","@807103 I'm sorry for the inconvenience! Can you tell me a little more about the reason for your call? ^LA || @807103 I'm so sorry for the poor experience. Are you still within our return window?  ^AG || @807103 What resolution were we able to provide you when you called back? ^WM || @807103 I'm sorry for the poor experience, Jo. How long ago did you purchase the laptop? ^KL || @807103 Thank you for the information. Since the laptop is outside the return window the manufacturer's warranty would cover it. Have you spoken with the manufacturer? If so, what insight were they able to provide? ^LJ",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0067,refund_issue,hard,True,,,,,,,2291164,8,4,4,"@AmazonHelp I placed an order over the phone and they said on day of order they would refund my postage costs in 5 working days that was on 26th oct, I am still waiting and now they refusing say they added it as credit to my amazon account instead 😡","@AmazonHelp I placed an order over the phone and they said on day of order they would refund my postage costs in 5 working days that was on 26th oct, I am still waiting and now they refusing say they added it as credit to my amazon account instead 😡 || @AmazonHelp I have a amazon kids fire tablet and the case didn't fit so I rang up to get a suitable case and they told me they would refund the postage costs but now they tell me they can't refund it as it's already been given as credit. || @AmazonHelp They basically ordered me a new cover but said they couldn't apply a promotion to the postage costs so therefore they would refund the postage costs back into my bank account and now they won't? || @AmazonHelp No on the phone he said he would refund the order when I contacted today to say I hadn't received it yet they said it's because the other caller had added it as credit to my account but I don't want credit I want the refund","@665469 Hi Shirelle- Without providing personal info, can you explain further what  has happened? Thank you. ^NV || @665469 Hi Shirelle- Can you explain further what you mean by the order was placed over the phone? Why was this necessary? Was a reason provided as to why it couldn't be refunded directly to your account? ^NV || @665469 Hi Shirelle. Were there any postage costs associated with your order? It may be possible to arrange a return or replacement. You can check your options here - http:https://t.co/5RcjVPJgUP ^TP || @665469 Did we explain why we can not refund. Just to clarify - does the order advise that there was a postage charge ? ^TD",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0068,refund_issue,hard,True,,,,,,,782435,12,6,6,"@AmazonHelp @115850 yes, yesterday they have committed that they will do and today they are saying no, even after ur engineer have confirmed that the phone is defective #cheater @306774 @123288 @306775","@AmazonHelp @115850 yes, yesterday they have committed that they will do and today they are saying no, even after ur engineer have confirmed that the phone is defective #cheater @306774 @123288 @306775 || @AmazonHelp @AmazonHelp @AmazonHelp  i have send u my details in given link as u want. At what time my prob will resolved. || @AmazonHelp Shit service from u guys, Ur pickup person suppose to come on Monday betwn 2 to 5, and still he has not came... And I even don't get any response form you.. every time I have to call and beg.. @306775 @115850 @123288 @306774 || @AmazonHelp @115850 are u guyz even reading this or not...I have already done this details filling once before 5 days...And still u guys have not contacted me....And u are asking it again.shame on you. #fedup #liars @306775 @306774 @123288 || @AmazonHelp There was not any single helping thing indicated on that mail... I my self called and ask for refund.. u guys are harrassing me from last week. || @AmazonHelp 19th is the last day of refund policy...And till 17th u guys have not picked the phone.. Tomorrow m leaving place for diwali vacation...What to do now?? #fakehelper #cheater @306775 @123288",@306773 Did you reach our support team for assistance in this regard? ^KC || @306773 I'd like to personally help you. Kindly drop in your details here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^KC || @306773 Thank you for the confirmation. Our team will check and get back to you with an update shortly. Request you to wait. ^NK || @306773 Apologies for the trouble. I’d like to help; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^MO || @306773 Could you please check if you received any latest e-mail correspondence from our end ? Keep us posted. ^OS || @306773 Apologies for the trouble you've had. Kindly reply to the email you've received from our team and we'll help you. ^MM,1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0069,refund_issue,hard,True,,,,,,,2161785,8,4,4,"@AmazonHelp evrytime I'm getting the samething from you guys but not a solution except sorry, apologies and understand this is 7th order may I know why @115851 not responding ?? why it's happening to me ?? and what are step been taken ??","@AmazonHelp evrytime I'm getting the samething from you guys but not a solution except sorry, apologies and understand this is 7th order may I know why @115851 not responding ?? why it's happening to me ?? and what are step been taken ?? || @AmazonHelp I did it but no response even did chat but no proper update even wrote to @115851 no response I guess @115851 busy counting money but rest would have given me proper solution on query. correct me if I'm wrong. @115850 policy of refund violated in my case. Thanks. || @AmazonHelp i've waited till 15day and in 15day @115851 become richman but my query is unanswered only sorry and apologies.  No resolution what is the refund policy ?? and Replacement ?? in my case it's truly violated. Thanks. || @AmazonHelp Like as I told you earlier I've done my work even mark @115851 but no result. it's the gimmick of becoming rich i guess @115851","@158494 I understand you've had an unpleasant experience. I'd take that feedback and ensure it reaches the right team internally. ^JC || @158494 Please reply to the correspondence you have received to your registered email account for any clarifications. ^MJ || @158494 We're truly sorry for the trouble. If you've replied to the email sent by our team, we request you to await further response. ^RS || @158494 The best option would be to write back to our email and our team will assist you accordingly. (2/2)^HR",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0070,refund_issue,hard,True,,,,,,,1996331,8,4,4,@AmazonHelp It is outside the 30 days and I've already contacted your chat people who assured me they would sort it out but the seller refused and the return has been closed very frustrating,@AmazonHelp It is outside the 30 days and I've already contacted your chat people who assured me they would sort it out but the seller refused and the return has been closed very frustrating || @AmazonHelp They assured me they would sort out a refund but all I got waz an email from the seller telling me to take it to a service centre. That's the 2nd time they told me that and the 2nd time I said I couldn't get to one || @AmazonHelp I bought the phone in July and as far as the seller is concerned it's be resolved he is saying to take it to Samsung as it has a 2 year warranty || @AmazonHelp No because I can't get to their service centre and I haven't got time to spend on the phone going through various different steps to discover the phone isn't working properly. I work full time and I have 4 children hence why shopping online is convenient for me unfortunately..,"@590302 Hey Clare, sorry to hear. All orders sold via sellers are covered via our A-Z guarantee claim. Check out here - https://t.co/yoM1rc7EJG to see if you're eligible. ^TP || @590302 When you spoke to our customer service team on the chat service, what resolution was offered to you please?^GA || @590302 Hi Claire, you can fill a claim up to 90 days after purchase from a seller so if you have not had a resolution or reply from the seller I would strongly suggest filing a claim using the link provided on the previous tweet. ^KK || @590302 Hi Clare. Have you tried speaking with the manufacturer directly for assistance? ^NV",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0071,refund_issue,hard,True,,,,,,,66197,10,5,5,"@AmazonHelp I’m afraid I need to retract that?!  After numerous emails &amp; phone calls, still not sorted! The words were great, just not the actions to follow it up 😩😩😩","@AmazonHelp I’m afraid I need to retract that?!  After numerous emails &amp; phone calls, still not sorted! The words were great, just not the actions to follow it up 😩😩😩 || @AmazonHelp I’ve had a fraud on my account. The guy on Saturday said it would all be sorted &amp; the money back in my account. Still no money &amp; all that keeps happening from my calls / emails is my account password being blocked? || @AmazonHelp It was implied it would have all been sorted on Saturday? || @AmazonHelp Utterly frustrated! Just had another email, saying the same thing?! Everything automated, no individual touch. || @AmazonHelp No, because I am already in the system so I don’t want to start another case! I’ve just had the same automated email back again?!? Please give me a phone number of someone who can help - this is utterly ridiculous now!","@131141 So glad we could get everything sorted out! We take account security extremely seriously! ^AD || @131141 Hey Sarah, without sharing any personal account info can you give us more info on what has happened? What action did we take to resolve this for you? ^MA || @131141 Were you given any date until we would have this sorted out for you Sarah? ^MA || @131141 Hi Sarah, I am sorry to hear that this still hasn't been resolved please follow this link: https://t.co/tkLCr7Vo9T  and fill out the form, someone from our team will be in contact to assist you. Please let us know how you get on. ^HS || @131141 Hey Sara, did you fill in the details using the link ^HS provided you? ^BZ",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0072,refund_issue,hard,True,,,,,,,1562382,10,5,5,@AmazonHelp I've contacted you 32 times already ! Just refund me my money and give me the Hard copies of the content wiped out.,"@AmazonHelp I've contacted you 32 times already ! Just refund me my money and give me the Hard copies of the content wiped out. || @AmazonHelp This the 3rd message, same words !  You've taken my money, cant deliver. Return my money . Whats difficult to understand??  No ownership ! || @AmazonHelp I was told that refund of all the kindle books I had purchased would be refunded by Nov1 st. This has yet to happen. Now that its nearly a fortnight past the deadline, when can I expect my refund? This is disappointing. || @AmazonHelp You have a checklist and my issue does not figure in it.  How can you guys be so arrogant as to assume you've covered it all? I need someone to call me asap, and refund my money. This issue has been going on with false promises for 1.5 months!! || @AmazonHelp Got to hand it to guys ! Even this call connects  to the team which handles passwords NOT refunds.","@306166 Sorry you're facing issues with Kindle content. We'd like to help you. Please contact us here: https://t.co/vlvfJr4nN9. ^ZH || @306166 I'm sorry about the stretch. Kindly write back to the email you've received from our social media team (1/2) ^GK || @306166 Apologies for the delay in resolving your query. Kindly respond to the email and we'll get in touch with an update soon. ^AK || @306166 Sorry for the disappointment with the refund, please connect with our support team here: https://t.co/TdDksLo6Mf. We'll look into it. ^PS || @306166 I understand your frustration, Jagdish. We'd like to look into this. As we don't have essential tool to contact you here, you can arrange a call from our support team: https://t.co/GOtsW2WGeR and we'll get this checked. ^MK",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0073,refund_issue,medium,False,,,,,,,2392603,6,3,3,"@AmazonHelp Hi. Yes, correct name and address. I occasionally order from https://t.co/POXIXYA3mr and other EU Amazons too, but I'm not missing anything from any Amazon I don't think... I can PM label photos? It's mysterious......","@AmazonHelp Hi. Yes, correct name and address. I occasionally order from https://t.co/POXIXYA3mr and other EU Amazons too, but I'm not missing anything from any Amazon I don't think... I can PM label photos? It's mysterious...... || @AmazonHelp Hiya. Not missing any orders... I had one arrive today at the same time as this one. No other ones listed as despatched... So, I don't think I'm missing anything - it's just strange and mysterious! Do any of the labels/codes on the packaging mean anything useful? || @AmazonHelp Hi Guys,
I've been on the Livechat - they've said it's an internal packing error. They've advised I reorder, and will get a refund for the old order (though that refund hasn't happened yet). I can send package photos if useful?? I'm a bit confused TBH.","@688995 Hmmm, strange? Does the name and the address on the parcel match yours? ^MA || @688995 😕 Lets try to solve this mystery. Have a look at your order details and check if any parcels were marked as delivered today. You can check here: https://t.co/aaDyEz1VgE ^CR || @688995 Hmm, that is certainly odd! 🤔Can you get in contact with us directly with the information on the label so that we can look into this further?  https://t.co/JzP7hlA23B ^KI",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0074,refund_issue,medium,False,,,,,,,605069,6,3,3,"@AmazonHelp It’s in tynemouth how hard is it to understand? You pay the postage, you chase it up. If I post something that doesn’t arrive in the time specified I’d want my money back but not amazon!","@AmazonHelp It’s in tynemouth how hard is it to understand? You pay the postage, you chase it up. If I post something that doesn’t arrive in the time specified I’d want my money back but not amazon! || @AmazonHelp I just keep getting told to wait 4-6 weeks for a refund. You really need to sort your company out. Let’s start with dumping @126705 as your returns courier and use @122232 instead also let’s use them for deliveries too instead of your own logistics! || @AmazonHelp Every return I’ve ever done has been issued with in 10 minutes of leaving the post office! But oh no now let’s change the rules!i want my refund started immediately! Your a joke! I’m getting my bank involved for fraudulently obtaining money. Where’s @126705 response?","@243944 Hi, sorry to hear that, have you tried contacting the carrier with the tracking number for more info: https://t.co/IOjNO3dDHa? ^JJ || @243944 Apologies for the misunderstanding Barry, the tracked return shows no further progress since over 48 hours, have you contacted us yet to let us know and see how we may be able to help? ^BD || @243944 Delays in returns can happen, which is why we ask that you wait a little longer to ensure that they are received and processed correctly. I appreciate that this is frustrating for you but we will notify you by e-mail once it has been received and a refund issued. ^KI",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0075,refund_issue,medium,False,,,,,,,480356,6,3,3,"@AmazonHelp No I haven't. This is my 2nd attempt to buy a tv, the first time you guys have scammers and it never delivered and now i buy and stock by you and with my prime still no tv and i was offered a low $25 gift card. I want my tv and a better appeasement offer. This is frustrating","@AmazonHelp No I haven't. This is my 2nd attempt to buy a tv, the first time you guys have scammers and it never delivered and now i buy and stock by you and with my prime still no tv and i was offered a low $25 gift card. I want my tv and a better appeasement offer. This is frustrating || @AmazonHelp I'm prime and it was Wednesday, now just finish talking with UPS and they do not know where the package is, they now wanting to investigate. So Is amazon is gonna send me another tv? || @AmazonHelp I''m on the phone and now the tv is out of stock with your company and I'm being offered a refund not a replacement and lesser appeasement gift card from lastnight. I'm livid!!!","@229163 Hi Tonya. Sorry to hear. With regards your order, what is the status now? Has it been marked as dispatched and assigned a carrier or is it still pending fulfillment? ^NV || @229163 What was the delivery date given in your confirmation e-mail here: https://t.co/sa4shCDiwH? ^KP || @229163 Hello Tonya, we can't access your account info directly here. Please follow this link:   https://t.co/hApLpMlfHN we will be able to investigate further. ^HS",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0076,refund_issue,medium,False,,,,,,,674259,6,3,3,"@AmazonHelp It’s still in Tyneside this is a joke! £260 of goods stuck in a depot, 2 companies don’t care about the customer and it was posted Saturday 18th and by 48hr should have been there by yesterday at latest not still 100miles away at least!","@AmazonHelp It’s still in Tyneside this is a joke! £260 of goods stuck in a depot, 2 companies don’t care about the customer and it was posted Saturday 18th and by 48hr should have been there by yesterday at latest not still 100miles away at least! || @AmazonHelp I’ve spoken to customer services and just keep getting told to wait 4-6 weeks for my money back! I’ll never use amazon again it’s a joke! || @AmazonHelp Every return I have made in the last 4 weeks has been processed as soon as the item has been posted! Not wait 4-6 weeks! You need to start asking @126705 why they aren’t delivering according to your postage payments! Just cut the crap and start my refund! End of!","@243944 Hi Barry! What is the current status on the tracking?https://t.co/aaDyEz1VgE ^CN || @243944 Sorry to hear that. We'll be happy to look into that for you. Please reach out to us here: https://t.co/JzP7hlA23B ^RS || @243944 Sorry to hear that, Barry. Returns can often take a little longer to be processed and for your refund to be issued. We'll keep you updated and appreciate your patience so far.^TI",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0077,refund_issue,medium,True,,,,,,,581219,6,3,3,@AmazonHelp YOU HAVE BEEN LYING FOR 3 DAYS STRAIGHT ABOUT MY ORDER PROMISING REFUNDS AND CHANGE OF DELIVERY AND NOT DOING IT,"@AmazonHelp YOU HAVE BEEN LYING FOR 3 DAYS STRAIGHT ABOUT MY ORDER PROMISING REFUNDS AND CHANGE OF DELIVERY AND NOT DOING IT || @AmazonHelp No is not a refund of an item is a refund of a SERVICE that DOESNT WORK, I was suppose to receive a product on friday, then promise to received on saturday and for 3 days I have been calling and all I get is LIES AND MORE LIES all I want is my PRIME money BACK!!! all OF IT || @AmazonHelp I have contacted YOU THERE FOR THE LAST 3 DAYS all I get is some INDIAN agent who doesn't care and keeps LYING TO ME!!! there has to be another way","@232624 We can't access any account or order information over Twitter. As mentioned before, could you explain the problem you're having so that we can assist you further please?^PJ || @232624 Has your item been returned or is this a refund for an item you have not received? ^AP || @232624 I'm so sorry about the experience you've been having! Please contact us here so that we can address this matter properly:  https://t.co/JzP7hlA23B",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0078,refund_issue,medium,False,,,,,,,656117,6,3,3,@AmazonHelp Of course it is your intention to delay refunds. Not the first time I am facing hassles to get my money back from @115850 Now @AmazonHelp wants another 12 hours.,@AmazonHelp Of course it is your intention to delay refunds. Not the first time I am facing hassles to get my money back from @115850 Now @AmazonHelp wants another 12 hours. || @AmazonHelp Stop lying @AmazonHelp . I sent you the details twice. Here is the acknowledgement. Now get on and refund my money. @115850 @115821 https://t.co/anOQ8Rs9Wd || @AmazonHelp @146417 “ONE PIECE FOR ADVICE” Mr/Ms/Mrs @AmazonHelp - don’t come in public platform with Sarkari-babu type of response and ridicule yourself and @115850 - also don’t think @146417 is ordinary customer. Remember it! #KoiShak ?,"@146417 I'm sorry for the delay in refund. This is never our intention. Please share your details here: https://t.co/beaaDm0muc and I’ll contact you soon. ^SM || @146417 I apologize for the disappointment, Kanchan. We have not yet received your detail. Request you to share your details through the secured link provided earlier so that we can look into this issue and assist accordingly. ^SM || @146417 Sorry for the confusion, Kanchan. We've received your details and be assured, we'll reach out to you with an update at earliest. ^SV",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0079,refund_issue,medium,True,,,,,,,2192605,6,3,3,@AmazonHelp I was told by a chat rep to keep the 223.41 GC. Then i purchased the item with the GC and the difference with my visa. Lance in customer service said i would be elegible to a reimburse. I have the emails,@AmazonHelp I was told by a chat rep to keep the 223.41 GC. Then i purchased the item with the GC and the difference with my visa. Lance in customer service said i would be elegible to a reimburse. I have the emails || @AmazonHelp Is someone looking at this?? || @AmazonHelp The guy on the email said he will process a special case refund and not to worry. Amazon took 111.42 from my account on 11/8 i suspect they will take 111.99 sometime in order to fully charge the 223.41 of the GC.,"@641747 I'm sorry for any trouble! Can you please clarify what's going on? What information/options did we provide regarding these charges? Did we explain why we wouldn't be reimbursing you? ^EZ || @641747 We'd like to take another look into this for you. When you have a moment, can you please contact us by phone or chat here: https://t.co/EKXRLsnxJu ^AC || @641747 When you spoke with us, did we mention a time frame you should be seeing the refund by? Can you see the refund status here: 
https://t.co/TEGVv5A8pu  ^AC",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0080,refund_issue,medium,False,,,,,,,1953386,6,3,3,"@AmazonHelp I have to wait 7 days for it to go back, i cant afford that I have 3 children to support and that extra money was for them!","@AmazonHelp I have to wait 7 days for it to go back, i cant afford that I have 3 children to support and that extra money was for them! || @AmazonHelp Yes and the woman just didnt understand I cant afford this! She wouldn't answer my questions with a straight forward answer || @AmazonHelp I just dont understand how i get instantly charged the money comes straight out yet i have to wait upto a week for the money back! I still don't know if the refund has been issued","@579937 Sorry to hear this. What exactly did customer service advise? ^PK || @579937 Hi Joanne, I can understand your frustration. Did you speak with us over the phone? ^BZ || @579937 Apologies for the trouble this has caused, Joanne. If the refund was requested by us it usually takes 5-7 days for your bank to process it. ^CN",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0081,refund_issue,medium,False,,,,,,,605067,4,2,2,"@AmazonHelp It’s in tynemouth how hard is it to understand? You pay the postage, you chase it up. If I post something that doesn’t arrive in the time specified I’d want my money back but not amazon!","@AmazonHelp It’s in tynemouth how hard is it to understand? You pay the postage, you chase it up. If I post something that doesn’t arrive in the time specified I’d want my money back but not amazon! || @AmazonHelp I just keep getting told to wait 4-6 weeks for a refund. You really need to sort your company out. Let’s start with dumping @126705 as your returns courier and use @122232 instead also let’s use them for deliveries too instead of your own logistics!","@243944 Hi, sorry to hear that, have you tried contacting the carrier with the tracking number for more info: https://t.co/IOjNO3dDHa? ^JJ || @243944 Apologies for the misunderstanding Barry, the tracked return shows no further progress since over 48 hours, have you contacted us yet to let us know and see how we may be able to help? ^BD",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
