cluster_id,representative_rank,conversation_id,customer_turns,company_turns,total_turns,customer_text,company_response
7,7,2889223,11,11,22,"USER Amazon Logistics 😭 || USER J’ai tout expliqué sous mon premier tweet ! :) || USER Yes le voici : C10053167743 || USER Mercredi 29 novembre. Mais ils ont tenté de livrer hier et aujourd’hui || USER Je vous ai dit que ça faisait 2 jours que Le services client me répond n’importe quoi par mail. || USER C’est fait || USER Donc j’ai passé quelques minutes au téléphone avec une personne qui ne comprenait visiblement pas très bien le français et qui m’a juste proposé de reprogrammer la livraison demain. Je me suis agacée et je lui ai demandé si je pouvais lui expliquer comment accéder à la maison- || USER Mais quel formulaire ? C’est en remplissant ce formulaire qu’on m’a appelé, qu’on n’a pas réglé le problème, que le mec ne comprenait rien. Je ne vais pas remplir le formulaire à nouveau, recevoir un appel d’un mec qui ne comprendra toujours rien et ne réglera toujours rien. Je- || USER Bonsoir, alors je ne suis pas encore chez moi mais je dois m’inquiéter si le statut de ma commande c’est : « livré à un résident » alors qu’il n’y avait PERSONNE chez moi aujourd’hui ? || USER A priori rien chez moi, je n’y suis pas mais ma mère n’a rien réceptionné et rien dans la boîte. On a demandé aux voisins, rien. Si quelqu’un réceptionne un colis de valeur... qu’est-ce qui l’oblige à être honnête et à le rendre le ? 😭 || USER Je vais faire ça ! Merci 🤞🏻","USER Bonjour, désolée d'apprendre cela :/ de quel transporteur s'agit-il s'il vous plaît ? ^SN || USER Pourrais-je avoir davantage de détails sur la situation s'il vous plaît? || USER Pouvez-vous me communiquer le numéro de suivi du colis s.v.p afin d'effectuer quelques vérifications ? ^KD || USER Quelle est la date de livraison indiquée dans l'e-mail de confirmation de commande ? ^ASZ || USER Je vous invite à contacter le service client pour vérifier directement auprès du transporteur, il est joignable par téléphone (appel gratuit depuis un poste fixe), chat depuis le lien suivant : ^ASZ || USER Je vous prie de remplir le formulaire suivant afin que je puisse vérifier la situation ^AR || USER Nous avons bien reçu votre demande, vous serez contacté dans les brefs délais. ^ASZ || USER Merci d'indiquer ces détails sur le formulaire envoyé précédemment afin de remonter cela au service concerné ^ME || USER Nous allons vous contacter dans les plus brefs délais. || USER Si les recherches dans votre entourage ne donnent rien, merci de nous tenir au courant. ^KD || USER Si le suivi indique que le colis est livré et que malgré les recherches vous ne le trouvez pas, il faut le signaler à notre service client pour ouvrir une enquête auprès du transporteur et avoir le nom de la personne ayant reçu votre colis.^ASZ"
7,8,74699,20,20,40,"USER livraison estimée entre le 29 novembre et le 1 décembre. J'ai hâte !!!! Même si mon compte bancaire en prends un coup ahah || USER J'ai pris un pack avec 4 jeux directement ! Mais j'aurais bien aimé avoir AC Origins dans le lot :( || USER Effectivement oui ahah, mais c'est surtout que je suis une grande fan d'assassin's creed (j'ai même un tatouage du jeu) || USER Il est génial, je n'avais pas été aussi conquise par un assassin depuis le grand Ezio. Il a une histoire très touchante et j'aime beaucoup sa personnalité, il me fait énormément penser à Ezio c'est dingue || USER Oh que oui ! Ils ont vraiment bien travaillé sur ce dernier jeu ! || USER Bien sûr ! || USER En récompense j'ai le droit d'avoir AC Origins ? || USER Il n'y aurait pas possibilité autrement de remplacer le FIFA 18 de mon pack par le ACO ? || USER Le payement aurait apparemment été refusé mais je ne sais pas du tout pourquoi ? || USER J'ai reçu un mail oui, ils proposent des raisons mais ne disent pas pourquoi exactement || USER Comment je peux annuler ma commande si jamais ? || USER Le 26 j'ai reçu un mail disant qu'on transmettait mon cas à un supérieur pour pouvoir annuler la commande et je n'ai toujours aucune raison pourtant je continue de recevoir des mails indiquant que les éléments de la commande sont expédiés au fur et à mesure || USER Pourtant on m'a dit qu'on allait annuler ma commande même si le processus d'expédition était en cours. Il faudrait savoir..... || USER Bah justement je ne sais pas, elle est en plusieurs parties apparemment || USER Il y a déjà deux objets sur 4 de la commande qui sont en cours d'expédition dont un qui vient d'arriver chez moi ce matin donc j'ai plus qu'à renvoyer ça de toute façon.. || USER Je n'ai pas eu le temps de le faire, donc je le ferais demain || USER J'ai reçu ce matin le deuxième jeu (la ps4 et le troisième jeu ne sont toujours pas envoyé car problème de payement). Est-ce que je peux renvoyer les deux jeux reçus dans un même colis ? || USER Est ce que c'est possible que je garde l'un des jeux du pack mais que j'envoie le reste pour me faire rembourser ? || USER Pour que je puisse me faire rembourser sans problème sur l'article que je dois vous renvoyer que dois-je mettre en raison de renvoi ? || USER Bah y'a pas l'option "" vous m'avez envoyer une commande que je vous ai demandé d'annuler "" 🤬","USER Ah super ! 😍 quel est la date prévue de votre commande ? ^SB || USER Je fais appel à votre patience 😝 Des jeux en vue ? ^KD || USER Vous êtes fan d'action à ce que je vois 😝 ^MA || USER Oh 😍 Que pensez-vous de Bayek ? ^MA || USER Je l'adore aussi 😍 Son costume rouge et blanc me fascine. ^MA || USER Effectivement 😉 Puis-je vous demander de remplir le formulaire suivant afin de mémoriser notre agréable échange s'il vous plaît : ?🎮 ^MA || USER Merci 😉😊 || USER Cela aurait été avec plaisir, mais ce n'est malheureusement pas possible. ^MA || USER C'est un pack qui ne peut pas être vendu séparément ou modifier, j'en suis navrée. ^KE || USER Je vous invite à vérifier votre messagerie dans le cas où vous auriez reçu un email dans ce sens. Vous pouvez aussi contacter notre SAV via le lien suivant : ^SM || USER Dans le cas de refus de paiement, c'est votre banque qui ne nous donne pas l'autorisation de prélèvement. Vous pouvez relancer le paiement de votre commande depuis votre compte. Si c'est encore refusé, veuillez prendre contact avec votre banque. ^ARC || USER Vous pouvez joindre notre SAV via ce lien : ^ARC || USER Quand la commande est arrivée à un stade avancée de l’expédition, il n'est plus possible de l’annuler, il faut donc la refuser à la réception ou la retourner afin d'avoir le remboursement.^ASZ || USER Quel est le statut de votre commande actuellement ? ^ASZ || USER N'ayant pas une visibilité sur votre compte Amazon depuis Twitter, je vous prie dans ce cas-là de le signaler à notre SAV via : afin de vérifier si les commandes sont bien en cours ou pas. ^KE || USER J'en suis navrée, avez-vous fait la demande de retour depuis votre compte ? ^KE || USER J'espère que le souci sera résolu rapidement, je vous prie de nous tenir au courant. ^MA || USER N'ayant pas accès à votre compte, veuillez voir cela auprès de notre SAV. Vous pouvez le joindre via le lien suivant : || USER Il est nécessaire d'avoir accès à votre compte client afin de répondre à cette question, merci de relancer notre service client via le lien indiqué. ^KD || USER Vous devez mettre la raison exacte du retour. ^MD"
7,9,2886505,8,8,16,"USER Bonjour Amazon Help, selon vous, peut on avoir 2 comptes Amazon avec la même adresse mail ? || USER Vous ne répondez pas à ma question :) mais oui j'y accède depuis l'application Amazon. A vous de répondre à ma question maintenant || USER Ok alors il faudra le dire à votre sav :) et ce n'est que le début || USER Votre sav m'a dit que ca avait eu lieu suite à une demande de mot de passe oublié, pas à une demande de ma part. Il me dit qu'à chaque mot de passe oublié, un nouveau compte se crée automatiquement... Mais vu que je n'en ai jamais fait la demande, on peut les faire fusionner ? || USER Du coup j'ai 2 comptes sur le même mail, par on ne sait quel miracle mais on ne peut pas les refusionner alors qu'ils sont à mon mail et donc à moi ? Je ne vois pas le soucis de confidentialité ... || USER Ca revient à le supprimer, ce que je voulais éviter. Je n'ai plus qu'à prier pour ne pas avoir un 3ème compte un jour alors ? || USER Oui mais vu que cela s'est déjà produit une fois sans que je ne le veuille, j'espère effectivement que ca ne sera plus le cas || USER On tourne en rond là, car comme je vous l'ai dit, j'ai déjà 2 comptes aujourd'hui et je n'ai jamais voulu créer de 2ème compte :)","USER Bonjour Karine, vous semblez avoir eu une mauvaise expérience avec nos services. Pourrais-je vous aider concernant un sujet précis ? ^MA || USER Accédez-vous parallèlement à votre compte client depuis votre smartphone, via l'application Amazon je vous prie? ^SA || USER Techniquement, une adresse e-mail est reliée a un seul et unique compte ^ME || USER Je suis sincèrement désolée. La création de deux comptes Amazon avec une seule adresse email est possible. Cela se passe uniquement suite à la demande du client. Quand vous essayez de créer un nouveau compte avec une adresse email utilisée, 1/2 || USER Je suis sincèrement désolée pour la confusion. Pour des mesures de confidentialité, il n'est pas possible de fusionner deux ou plusieurs comptes Amazon. ^SB || USER Malheureusement cela n'est pas possible, mais vous pouvez désactiver le compte que vous utilisez moins. ^YL || USER Soyez assurée, ça ne sera pas le cas. De toute façon, avant de créer un compte avec une adresse e-mail déjà utilisée, le système vous demande une confirmation. Il suffit juste de cliquer sur""non"" pour que ça ne se reproduise pas. ^FA || USER Sans confirmation de votre part, aucun compte ne sera créé. ^FA"
7,10,2889221,10,10,20,"USER Amazon Logistics 😭 || USER J’ai tout expliqué sous mon premier tweet ! :) || USER Yes le voici : C10053167743 || USER Mercredi 29 novembre. Mais ils ont tenté de livrer hier et aujourd’hui || USER Je vous ai dit que ça faisait 2 jours que Le services client me répond n’importe quoi par mail. || USER C’est fait || USER Donc j’ai passé quelques minutes au téléphone avec une personne qui ne comprenait visiblement pas très bien le français et qui m’a juste proposé de reprogrammer la livraison demain. Je me suis agacée et je lui ai demandé si je pouvais lui expliquer comment accéder à la maison- || USER Mais quel formulaire ? C’est en remplissant ce formulaire qu’on m’a appelé, qu’on n’a pas réglé le problème, que le mec ne comprenait rien. Je ne vais pas remplir le formulaire à nouveau, recevoir un appel d’un mec qui ne comprendra toujours rien et ne réglera toujours rien. Je- || USER Bonsoir, alors je ne suis pas encore chez moi mais je dois m’inquiéter si le statut de ma commande c’est : « livré à un résident » alors qu’il n’y avait PERSONNE chez moi aujourd’hui ? || USER A priori rien chez moi, je n’y suis pas mais ma mère n’a rien réceptionné et rien dans la boîte. On a demandé aux voisins, rien. Si quelqu’un réceptionne un colis de valeur... qu’est-ce qui l’oblige à être honnête et à le rendre le ? 😭","USER Bonjour, désolée d'apprendre cela :/ de quel transporteur s'agit-il s'il vous plaît ? ^SN || USER Pourrais-je avoir davantage de détails sur la situation s'il vous plaît? || USER Pouvez-vous me communiquer le numéro de suivi du colis s.v.p afin d'effectuer quelques vérifications ? ^KD || USER Quelle est la date de livraison indiquée dans l'e-mail de confirmation de commande ? ^ASZ || USER Je vous invite à contacter le service client pour vérifier directement auprès du transporteur, il est joignable par téléphone (appel gratuit depuis un poste fixe), chat depuis le lien suivant : ^ASZ || USER Je vous prie de remplir le formulaire suivant afin que je puisse vérifier la situation ^AR || USER Nous avons bien reçu votre demande, vous serez contacté dans les brefs délais. ^ASZ || USER Merci d'indiquer ces détails sur le formulaire envoyé précédemment afin de remonter cela au service concerné ^ME || USER Nous allons vous contacter dans les plus brefs délais. || USER Si les recherches dans votre entourage ne donnent rien, merci de nous tenir au courant. ^KD"
7,11,2318169,11,11,22,"USER Bien sûr, depuis juin il est ""En attente -- en cours de vérification"" || USER Vous voulez dire comme je le fais à peu près tous les 2 jours depuis plus d'un mois et que rien n'avance ? Cela ressemble plus à une politique de dissuasion qu'à une volonté de régler un problème technique... || USER je n'avais pas ce mail, le support n'a jamais voulu me donner de contact direct... Etes-vous bien sur qu'il s'agit du bon service ? (la demande a déjà été mal orientée une fois dixit le support), je peux aussi vous donner le mail associé au compte en DM... || USER voilà qui vient d'être fait, en espérant que le contact soit plus productif que les 25 précédents... || USER 26h plus tard, pas de nouvelle... || USER j'ai finalement été recontacté pour me dire de rentrer un numéro de CB (?!) pour avoir une adresse de facturation et re-sauver le numéro de TVA... Ça ne marche pas (pour changer) || USER Le numéro de TVA est enfin validé, merci ! Cependant je m'attendais à effectuer désormais mes achats HT, comme cela se fait très bien avec votre branche AWS. Aurais-je raté un détail ? || USER L'article en question dans cette commande test est ""Vendu par : Amazon EU S.a.r.L."" || USER Oui, en France || USER Ok merci, est-ce donc bien le process pour la TVA: commande et règlement TTC puis demande de remboursement de la TVA une fois expédié ? Cela devra-t-il se faire pour chaque commande ou cela deviendra-t-il automatique ? || USER c'est fait (bien que cela ait déjà été fait précédemment)","USER Bonjour, Avez-vous enregistré le numéro de tva sur votre compte Amazon. || USER Dans ce cas je vous invite à contacter notre SAV afin que votre demande soit transférée au service concerné. ^ARC || USER N'ayant pas accès à votre compte, Le service concerné peut accélérer les choses, il suffit de les relancer par e-mail : __email__ ^YL || USER N'ayant pas accès à votre compte client depuis Twitter, je vous invite à remplir le formulaire suivant afin que je puisse vérifier et relancer le service concerné : . ^ASZ || USER Bien reçu 👍Merci. || USER Je suis désolé. Une enquête est en cours, je prends contact avec vous d'ici peu. || USER Comme indiqué sur la capture d'écran, toute modification prend 1 à 4 jours ouvrés afin que le numéro TVA soit utilisable. ^ARC || USER Je vous en prie. Est-ce que les articles sont vendus par Amazon ou par un vendeur tiers ? ^SM || USER Votre adresse de livraison est-elle dans l'union européenne?^FT || USER C'est parfait alors. Je vous invite donc à reprendre contact avec notre service pour demander le remboursement une fois que la commande sera expédiée. ^SB || USER Afin que je puisse vérifier l'information de plus près, veuillez remplir ce formulaire depuis un ordinateur je vous prie : ^FA"
7,12,2195582,5,5,10,"USER Non je ne l'ai pas fait, dans le suivi il était marqué de le faire à partir de demain. Ce qui m'inquiète c'est de n'avoir aucune date prévue || USER Merci pour vos réponses. Je l'ai fait, ma commande est perdue. Je vais passer une bonne nuit 👍🏼 || USER La personne m'a dit que le colis a été perdu pendant l'acheminement et a fait une demande de remboursement || USER Je viens d'aller vérifier mes mails et non je n'ai pas reçu la confirmation 😞 je suis un peu perdue là. J'ai discuté avec un conseiller sav sur le chat || USER Merci pour vos réponses, bonne soirée!","USER Bonsoir, Je suis désolée d'apprendre cela. Avez-vous contacté notre SAV pour leur faire part de la situation? ^MD || USER N'ayant pas accès à votre compte sur Twitter, je vous invite à contacter notre SAV via le lien suivant : ^MD || USER 😓Le service client ne vous a fourni aucun détail/explication ou solution concernant la livraison de votre colis ?^FT || USER Votre dossier est-il actuellement pris en charge par notre SAV? Avez-vous reçu la confirmation du remboursement par mail?^FT || USER Un e-mail vous sera sans doute envoyé dans la soirée. N'hésitez pas à nous tenir au courant. ^MH"
8,1,2419858,2,2,4,"USER Si , vendido y enviado por amazon || USER Muchas gracias , siempre es de agradecer que se demuestre una preocupación por los clientes.","USER ¡Hola! Lamentamos lo ocurrido con tu pedido. En este caso, por favor sigue las instrucciones para solicitar la devolución del producto accesando en el siguiente enlace: ^NB || USER Gracias por el dato Piter. Al ingresar en el Centro de Devoluciones en el sitio web te muestra las opciones disponibles para el producto según su stock entre otras características. Te ofrecemos nuevamente el enlace: ^PC"
8,2,2862002,1,1,2,USER Que lástima! Gracias,"USER Hola Kevy. Actualmente Prime Video no cuenta con compatibilidad con dispositivos Roku, puedes verificar los dispositivos compatibles en el siguiente enlace: ^HC"
8,3,245870,3,3,6,"USER Hola, muchas gracias por la atención. Si lo recibí, si gustas mandarme DM para adjuntarte una imagen. || USER Ya que yo pague por un producto que no se me ha otorgado. 2/2. || USER Vendido por “SOLUCIONES ALTHEA”.","USER Hola, lamento el inconveniente, ¿Recibiste un correo de confirmación al finalizar tu pedido? ^AZ || USER (2/2)transportista directamente a traves de este enlace: . ^MB || USER Comprendo. ¿Podrías indicarnos si el producto era vendido y enviado por Amazon o por un vendedor externo? ^LG"
8,4,246381,3,3,6,USER USER Estoy seguro que no soy el primero que presenta quejas por motivo de SEUR. || USER Gestionado por Amazon. Vendido por: Amazon EU S.a.r.L. || USER Gracias . Así lo haré. Realmente es la unica agencia con la que tengo problemas. Y no son por lo repartidores. Trabajan como burros .,"USER Hola, lamento las molestias. ¿Los compañeros de USER te han brindado alguna opción al respecto de esta entrega? ^LG || USER Trífero, el pedido ¿es vendido y gestionado por Amazon o es vendido por un vendedor externo? ^DA || USER Entra en contacto con Soporte al Cliente para reportar lo que indicas de tu pedido: ^DA"
8,5,170943,1,1,2,USER Gracias por la recomendación. Vendido por Amazon EU SARL,"USER Hola, Edu. Te recomendamos no compartir información personal de tu cuenta, como lo es el número de pedido. ¿Nos podrías indicar si el pedido fue vendido y enviado por Amazon o por un vendedor externos en nuestra plataforma? ^AA"
8,6,181180,2,2,4,"USER Hola, gracias por la rápida respuesta. La mayoría son vendedores externos pero gestionados por Amazon, pero también hay casos de productos vendidos por Amazon, es que ya van 9!! || USER Muchas gracias, ya hemos enviado el email, eapero una solución.","USER Hola, lamentamos las molestias ocasionadas. Los productos, ¿son vendidos y enviados por Amazon o por un vendedor externo que utliza nuestra plataforma? ^LC || USER Sentimos lo sucedido. Por favor contáctanos para poder investigar lo sucedido: ^JD"
8,7,1326970,3,3,6,"USER vendido por Kingbox-eu y enviado por USER || USER vendido por ellos y gestionado por Amazon, voy a gestionar con USER que son los que dicen que ha sido entregado. || USER USER Ok, muchas gracias, haré antes la gestión con USER a ver si me informa donde han entregado el pedido, si no acudiré a atención al cliente. Gracias.","USER ¡Hola, Moi! Lamentamos cualquier molestia ocasionada, ¿el producto es vendido y enviado por Amazon o por un vendedor externo que utliza nuestra plataforma? ^LC || USER Entiendo, te recomendamos que contactes directamente con el vendedor para obtener más detalles. En el siguiente puedes encontrar los pasos a seguir para contactar al vendedor: ^AA || USER Comprendo, Moi. En caso de no recibir respuesta de parte de USER te recomendamos que contactes a nuestro departamento de Servicio al Cliente en el siguiente enlace: para verificar con más detalle. ^AA"
8,8,2818545,3,3,6,"USER Martes, pero por experiencia de amigos, esto no es muy bueno que digamos!! || USER Vendido por Amazon EU y transportado por DHL!! || USER Ok, muchas gracias!! Prenderé mi veladora!! 🕯️","USER ¡Hola Ramirocker! Espero que te encuentras bien, antes de preocuparnos, ¿podrías indicarme la fecha de entrega de tu pedido? ^DQ || USER Comprendo, ¿y el pedido es gestionado por Amazon o por un vendedor externo?. ^DQ || USER Entiendo. Aún se encuentra a tiempo, y se te ha notificado del retraso y el motivo. En caso de que la fecha cambie se te notificará. ^JD"
8,9,144093,2,2,4,USER Por Amazon || USER Muchas gracias!! 👍🏻,"USER Hola Beni. ¿El producto es vendido y gestionado por Amazon o por algún vendedor externo? ^MB || USER Gracias por la información, te comentamos que la garantía de devolución empezará a regir a partir del momento de entrega del pedido. Puedes encontrar más información de nuestra política de devoluciones en el siguiente enlace: ^MZ"
8,10,245873,4,4,8,"USER Hola, muchas gracias por la atención. Si lo recibí, si gustas mandarme DM para adjuntarte una imagen. || USER Ya que yo pague por un producto que no se me ha otorgado. 2/2. || USER Vendido por “SOLUCIONES ALTHEA”. || USER Ok, contacté con el vendedor el día martes. Si no recibo respuesta hoy mañana les mando mensaje. Saludos y gracias.","USER Hola, lamento el inconveniente, ¿Recibiste un correo de confirmación al finalizar tu pedido? ^AZ || USER (2/2)transportista directamente a traves de este enlace: . ^MB || USER Comprendo. ¿Podrías indicarnos si el producto era vendido y enviado por Amazon o por un vendedor externo? ^LG || USER 2/2 tiene un plazo de dos días para responder. Para más información accesa aquí: ^DA"
8,11,1442508,2,2,4,USER Vendido por Btopllc y gestionado por Amazon || USER Gracias,USER ¿Tu pedido ha sido gestionado por Amazon o un vendedor en nuestra página? ^JQ || USER Te recomendamos contactar con el vendedor de tu pedido. Para más informaciones ingresa a: ^HC
8,12,2923552,3,3,6,USER Pues compré ropa pero no le atiné a la talla de la persona y no sé si el reembolso sea al 100% porque por lo que veo ya no hay tallas disponibles || USER Es vendido y enviado por Amazon México. Lo recibí hoy mismo || USER Gracias por la pronta respuesta!,"USER ¡Hola, Adrián! Sin compartir información personal, ¿cómo te podemos ayudar? 😱 ^LC || USER Adrián, gracias por el dato, ¿podrías por favor indicarnos si este pedido de ropa fue gestionado directamente por Amazon o por un vendedor externo? ¿Hace cuántos días o semanas que recibiste este pedido? ^CB || USER Adrian, toda la información sobre nuestras políticas de devolución las puedes encontrar, accesando en el siguiente enlace: ^NB"
9,1,2922523,1,1,2,USER Not from Amazon,USER Oh no! Did you receive an email regarding the delay? ^BA
9,2,1425348,3,3,6,USER ( ˙-˙ )？！ || USER 昨日もAmazon買いました！！もっと褒めて！！ || USER わーい！こちらもいつも欲しいもの早く届けていただいて便利でとても助かってまーす！！ これからもお願い致します（///'∇'///）✨,USER いつもご利用ありがとうございます😊😊😊ET || USER 突然のリプライ失礼いたしました。アマゾン公式でございました。ET || USER Amazonをご愛顧いただき、ありがとうございます‼️ お客様あってのAmazonです✨ 明日も明日とて…これからもどうぞよろしくお願いいたします🙇✨
9,3,2930676,1,1,2,USER No reaction from any of Amazon...,"USER I am sorry to hear this. Can I ask, have you received an email from the account specialists and if so have you replied to this email please? Please check your spam/junk folder as it may have been directed there.^GA"
9,4,2380801,2,2,4,USER ありがとうございます!! 拝見させていただきます(ෆ❛ั◡❛ัෆ)‼ え、Amazon様から!? || USER 少し疑ってしまいました。申し訳ございません。 ありがとうございます!!これからも変わらぬお引き立てのほど宜しくお願い致します!!m(__)m,USER ごゆっくりお楽しみくださいませ～♪ o(*^▽^*)o TN || USER はい、公式サポートでございます～♪ (＾▽＾)/ Amazonをご利用の際に何か不明点などがございましたら、お気軽にお声がけください(ﾟ∇^*) TN
9,5,2380804,3,3,6,USER ありがとうございます!! 拝見させていただきます(ෆ❛ั◡❛ัෆ)‼ え、Amazon様から!? || USER 少し疑ってしまいました。申し訳ございません。 ありがとうございます!!これからも変わらぬお引き立てのほど宜しくお願い致します!!m(__)m || USER いえいえ！恐縮です！ 此方こそありがとうございました!!これからも宜しくお願い致します！！☺️,USER ごゆっくりお楽しみくださいませ～♪ o(*^▽^*)o TN || USER はい、公式サポートでございます～♪ (＾▽＾)/ Amazonをご利用の際に何か不明点などがございましたら、お気軽にお声がけください(ﾟ∇^*) TN || USER 突然のリプライでこちらこそ、失礼いたしました。どうぞ今後ともよろしくお願いいたします。😊ET
9,6,2377219,2,2,4,USER ありがとうございます。 出品者から、全額返金したと言われたのですがポイントが増えていないようで…ギフト券の残高もありません。反映までに時間がかかるのでしょうか？ || USER auWalletカード(MasterCard扱いです)か、Amazonポイントでの支払いでした。,USER アマゾンです。Amazonポイントはアカウントサービスの「Amazonポイント残高の確認」よりご覧いただけます。 ET || USER 出品者からご注文ですね。お支払方法はコンビニ払いでしたか？ET
9,7,1464125,1,1,2,USER まあ！Amazonさん、いつもありがとう！最近はいろんなものを毎日注文してます。Qiの充電器とか。Amazonさんがいなかったら遠くに買い物に行かないと買えないので、とても助かってます！ いっぱいポテトチップス食べて、またダッシュボタンで注文します！,USER こんにちは、Amazonです！ダッシュボタンでのご注文、ありがとうございます！ ヽ(´∀`).｡oO(いっぱい、食べてください・・・✨✨) MH
9,8,2184744,2,2,4,USER No its not || USER Amazon,USER I'm sorry about this. Could you please let us know if that's a Global store order? ^VN || USER That is unusual. Is the item shipped by amazon or is it a seller fulfilled item ? ^KS
9,9,847784,1,1,2,USER I have made even more towers with Amazon,USER I wish you have the biggest Diwali with this preparation. (2/2) ^SF
9,10,1531291,1,1,2,USER Amazon to twtich.,"USER We'd like to help the best we can! To clarify, are you trying to link Amazon to Twitch? Or the Twitch Now extension? ^SJ"
9,11,2457150,1,1,2,USER On amazon.in,USER We're happy to help! Did you purchase this DVD on Amazon.ca or Amazon.in? ^DG
9,12,2859887,1,1,2,USER Been with Amazon 2005,"USER Oh no Mayur! This is not the type of customer service we strive for. You mentioned that you purchased the Dyson already, and it wasn't from us :(. Please tell me what happened, I want to leave you with a better experience than what you had. ^SY"
10,1,1562908,1,1,2,"USER Ofcourse, yes",USER Did you happen to share your details through the link provided earlier? ^JS
10,2,2922624,1,1,2,USER Yes we are 💕,"USER 😍 Whenever, wherever We're meant to be together! 😉 ^ST"
10,3,1738951,1,1,2,USER Yes I will,USER We'll continue to add new content. Keep checking the website/app as we highlight the latest content we have available.^PJ
10,4,2914460,1,1,2,USER yes it has.,"USER I'm sorry you've been waiting so long for the delivery! We're here to help! To confirm, has your order missed the delivery date provided on your original order confirmation e-mail: ^MB"
10,5,1505451,1,1,2,USER Yes it was,USER I'm sorry for the delay! Was your order eligible for release day delivery? For more information: ^TK
10,6,1506323,1,1,2,USER Yes I have!,"USER I get your concern, please confirm if you've shared your details on the link requested here: ^PS"
10,7,2925609,1,1,2,USER Yes 👍 Keep it up !!,USER Surprise Surprise!! We start delivering our packages from 8:00 AM. Hope this turns out to be a great delivery experience for you...:) ^AH
10,8,906612,1,1,2,USER yes I have,"USER I'm sorry to see your web page isn't loading! Have you tried clearing cache and cookies, or using a different browser? ^DW"
10,9,1730771,1,1,2,USER Yes it has,"USER Hi, has the delivery date changed from the date provided in your order confirmation email? ^TS"
10,10,1622263,2,2,4,USER Yes || USER What are you do for me?,"USER secure link provided earlier? 2/2^AP || USER Thanks for that information, Kush. We'll get in touch with you soon. ^JC"
10,11,74655,1,1,2,USER Yes triple yes!,USER I'm sorry for the wait! Have we missed the delivery date provided in your order confirmation e-mail? ^BG
10,12,2767558,1,1,2,USER Yes I have,"USER Hello Louise, have you checked the surrounding area in a possible safe place? ^BD"
11,1,451865,1,1,2,USER Yeah it was,"USER Oh no, we are sorry that you have had such a poor experience. Has your order been delivered to the wrong address? ^LM"
11,2,57436,1,1,2,USER Yeah it’s this,USER I'm sorry you haven't received the book yet! Would you be able to link us to the book you pre-ordered? ^DD
11,3,840909,1,1,2,USER Yeah I have,USER Sorry to hear that. Have you tried getting in touch with us here: ^BM
11,4,2978231,1,1,2,USER Yeah through amazon,USER I'm really sorry for the delays. We'd like to help! Have you contacted our customer support yet? ^AJ
11,5,942707,1,1,2,USER Yeah that has nothing to do with the issue.,USER Certain requirements must be met to be eligible for a replacement. More info about this here: ^GL
11,6,1304203,1,1,2,"USER Yeah, you guys stood me up :,(",USER Oh no! Did we miss a delivery date promised at checkout? Please let us know- we're here to help! ^BL
11,7,456520,1,1,2,"USER Yeah, I can’t really do much about that now","USER We didn’t mean to spoil the surprise! Some items can be shipped in the original box and we note it on the detail page. You should have the option to “Ship in Amazon box” at checkout, at no additional cost. Was this not included in the Yeti cooler's details? ^PF"
11,8,1477257,1,1,2,"USER Yeah, sure, DMed.",USER I'm sorry for any inconvenience. Could you tell us more about the issue at hand? ^GM
11,9,173518,1,1,2,"USER USER Hahahahaha! Yeah, I’m sure that’s it! 😉",USER Hey Cassie! Is it possible you have a secret admirer out there who wants to make sure your head stays warm and that you always have a charged phone. 😀 ^CH
11,10,2299524,1,1,2,"USER You could say that, yeah","USER I'm sorry for any troubles, Sarah! Without sharing order details, are you experiencing issues with a current order? ^AB"
11,11,1563740,1,1,2,USER Yeah waiting for a lonnng time!!,USER Regional content is an integral part of our content in India. Please stay tuned as we expand our content selection. ^AK
11,12,1506294,1,1,2,"USER Yeah, take a look 😠","USER I’m sorry your package didn’t arrive as expected. We’d like to assist! Without providing any personal account information, can you tell us more about this? ^AY"
