golden_id,conversation_id,query,gold_intent,top1_intent,top1_score,first_matching_intent_rank,top1_match,mrr,latency_ms,recall_at_1,recall_at_3,recall_at_5,recall_at_10,top1_rag_id,top2_rag_id,top2_intent,top2_score,top3_rag_id,top3_intent,top3_score,top4_rag_id,top4_intent,top4_score,top5_rag_id,top5_intent,top5_score,top6_rag_id,top6_intent,top6_score,top7_rag_id,top7_intent,top7_score,top8_rag_id,top8_intent,top8_score,top9_rag_id,top9_intent,top9_score,top10_rag_id,top10_intent,top10_score
GLD0035,2578592,"@AmazonHelp It's no longer a wait - I stayed in for a redelivery that had already been messed up once, only to find that the item had been 'returned as undeliverable'. I've had 3 long sessions with your 'live chat' but I still don't have my item &amp; it was urgent. Not sure why I pay for Prime. || @AmazonHelp Well I tried 'reaching out' to your live chat people 3 times over the past 3 days but they have not fulfilled their promises. I have had to go to Sainsbury's &amp; lug my cat litter back here, which is just what I was trying to avoid, || @AmazonHelp They offered delivery later in the week, but I needed this stuff today. They are going to deliver it on Thursday even though I cannot guarantee being in. They had previously guaranteed delivery today, for which I stayed in, but they did not fulfill this. || @AmazonHelp 2/2 and whoever wrote it appears now to have rearranged my delivery yet again, to a day that I had already told them was impractical - I don't think they actually read my first email to them.  If you look at my email to your Customer Service, sent earlier today, I have....",delivery_shipping,delivery_shipping,0.7151,1,1,1.0,36.53,1,1,1,1,RAG04839,RAG01829,product_issue,0.7149,RAG04651,payment,0.7056,RAG04990,delivery_shipping,0.7028,RAG04722,delivery_shipping,0.7026,RAG02724,prime_membership,0.6993,RAG04647,delivery_shipping,0.6966,RAG01174,refund,0.6892,RAG04954,prime_membership,0.6886,RAG00149,delivery_shipping,0.6856
GLD0036,2428239,"@AmazonHelp All I get is an email saying they couldn't deliver. I've been on the phone with them three times about the first parcel, changed the delivery address, nothing has worked. I spoke with Amazon last night, but tried calling courier again today and can't get through. || @AmazonHelp The quality of the call wasn't great, but it sounded like they were going to submit a feedback about them? They resent one of the parcels, and for the second they advised me to wait another day and they'd call back today to check. || @AmazonHelp Oh hey, me again! I'm a bit at wits end with this. I need my parcel for tomorrow (item originally ordered on the 2nd) and these people just aren't getting the job done. I was told it would come today -  they have 2 hours left per the delivery window I gave them. It's frustrating. || @AmazonHelp My work building isn't open until 8. The company has actually claimed the building was closed even before it actually does at 5. Will you be able to re-ship this using a different company?",delivery_shipping,delivery_shipping,0.6864,1,1,1.0,35.0,1,1,1,1,RAG00326,RAG00428,delivery_shipping,0.6863,RAG00385,delivery_shipping,0.6825,RAG04647,delivery_shipping,0.6761,RAG04845,delivery_shipping,0.6684,RAG00159,delivery_shipping,0.6668,RAG00290,delivery_shipping,0.6617,RAG01431,return_replacement,0.6583,RAG04794,delivery_shipping,0.6555,RAG00149,delivery_shipping,0.6547
GLD0037,2901030,"@AmazonHelp Corresponding via email has been an exercise in futility. At this point, I need a phone call ASAP. I want to move this off of social media, but there has been zero action taken. You know my contact information. I supplied you both my phone number and twitter handle. Call me. || @AmazonHelp I sent you a DM with my number. Pls have someone who can actually help call me. This shouldn’t be so difficult. || @AmazonHelp Completely useless. All I get from your support are emails that can't be responded to. Your support agents continuously don't understand the problem and can only send back boiler plate responses. I need a two way dialogue with someone at Amazon Support that can resolve this issue",general_support,general_support,0.8026,1,1,1.0,25.97,1,1,1,1,RAG04411,RAG01860,product_issue,0.7716,RAG04281,general_support,0.7706,RAG03706,order_cancellation,0.7694,RAG04157,general_support,0.7676,RAG04678,delivery_shipping,0.7676,RAG04173,general_support,0.7657,RAG04189,general_support,0.7619,RAG04502,general_support,0.7614,RAG04541,general_support,0.758
GLD0038,25900,"@AmazonHelp Still the issue is open....how come its taking so long? || @AmazonHelp Rcvd incomplete reply. Complaint not being read properly. It is a response about Gift cards. Query on Amazon Pay Bal. not being answered. || @AmazonHelp I clicked ""NO"" on whether the issue was resolved. And once again narrated my prob in online feedback portal. Customer service is abysmal || @AmazonHelp At the bottom it was mentioned-  Did I solve your problem? I clicked NO and detailed the issue on the feedback portal. || @AmazonHelp @121656 Such pathetic people in customer care these days of amazon...absolutely of no help !! idiots",general_support,payment,0.744,6,0,0.16666666666666666,27.63,0,0,0,1,RAG00504,RAG00503,payment,0.7178,RAG00776,payment,0.7098,RAG04877,delivery_shipping,0.7069,RAG00468,payment,0.7067,RAG04282,general_support,0.7048,RAG00536,payment,0.6992,RAG00856,payment,0.6951,RAG00799,payment,0.6806,RAG00760,payment,0.6765
GLD0039,1330234,"@AmazonHelp A very unclear message about ‘different fulfilment centres’. If there is a problem, then I don’t have issue with that. But saying it will be delivered next day, then saying it will be 4 days later with no reason why, is really poor. || @AmazonHelp I’ve already been in contact about this and been fobbed off. I usually recommend Amazon as having excellent customer service but recently I am really disappointed as the service delivered isn’t up to previous standards",general_support,delivery_shipping,0.6774,0,0,0.0,21.1,0,0,0,0,RAG00326,RAG02623,prime_membership,0.6651,RAG01431,return_replacement,0.6623,RAG00286,delivery_shipping,0.6614,RAG00122,delivery_shipping,0.6585,RAG00106,delivery_shipping,0.6566,RAG00244,delivery_shipping,0.6541,RAG00080,delivery_shipping,0.6534,RAG02724,prime_membership,0.6533,RAG02486,account_access,0.6512
GLD0040,24947,"@AmazonHelp I have done this earlier I didn't get any help now again you people did the same thing
__email__ contact me on mail || @AmazonHelp Filled the form I expect your response and support
Apart from this I have ordered three more products but now I am afraid that || @AmazonHelp Still waiting for your response, let me know how gonna help me in this issue?",general_support,return_replacement,0.7088,0,0,0.0,18.12,0,0,0,0,RAG01665,RAG00742,payment,0.6995,RAG01186,refund,0.687,RAG01496,return_replacement,0.6864,RAG00562,payment,0.6862,RAG03232,technical_app,0.6841,RAG01892,product_issue,0.6837,RAG04007,security_fraud,0.6802,RAG01464,return_replacement,0.6785,RAG01952,product_issue,0.6779
GLD0041,2379845,@AmazonHelp I had got a text yesterday that the package is out for delivery and today the expected date of delivery changed from 14th to 24th Nov. This is the third order I am facing this issue. || @AmazonHelp I had ordered package because it was being delivered on 14th Nov. If the order is late it's of no use for me. You guys don't understand the importance of time. || @AmazonHelp Your customer service executive cannot help in this. I have already contacted them in morning. They say according to what they are instructed. It's actually problem of your delivery team.,general_support,delivery_shipping,0.7753,0,0,0.0,26.29,0,0,0,0,RAG00326,RAG04734,delivery_shipping,0.7737,RAG00135,delivery_shipping,0.7735,RAG00161,delivery_shipping,0.7719,RAG00363,delivery_shipping,0.7707,RAG00085,delivery_shipping,0.7693,RAG00200,delivery_shipping,0.7627,RAG03413,technical_app,0.7627,RAG00419,delivery_shipping,0.7594,RAG00431,delivery_shipping,0.7588
GLD0042,2369664,"@AmazonHelp @AmazonHelp the thing is I've explained everything to your so called customer service dept, yet they can't understand me, hang up or like last night just leave me on hold for an hour! Who can I talk to at Amazon that actually wants to help??? || @AmazonHelp What and hold on for an hour again?? How about you contact me? https://t.co/IcCpp90k1w || @AmazonHelp AMAZON can you give me a contact number for help at Amazon- my issue has still not been dealt with. Shocking Customer Service!",general_support,general_support,0.7388,1,1,1.0,22.18,1,1,1,1,RAG04345,RAG02487,account_access,0.7273,RAG03990,security_fraud,0.7238,RAG04281,general_support,0.7199,RAG00991,refund,0.7098,RAG02292,account_access,0.7096,RAG00571,payment,0.709,RAG01901,product_issue,0.7085,RAG03706,order_cancellation,0.7043,RAG04442,general_support,0.6969
GLD0043,64067,@AmazonHelp It’s a looooong story. It just feels like Amazon could be doing simpler things to help Prime members but instead offers things that just add to the frustration. My specific issue tonight won’t fit in 280 characters. If you want to DM or call me I’d love to discuss. || @AmazonHelp Right. I’ve been through this over and over again via chat and phone customer service agents. Nothing changes and I never have my actual issue solved; which is how Amazon handles problems. That support system isn’t designed to help beyond apologizing and issuing credits.,general_support,prime_membership,0.7512,7,0,0.14285714285714285,22.31,0,0,0,1,RAG02653,RAG02538,prime_membership,0.7375,RAG01340,refund,0.7315,RAG00765,payment,0.7189,RAG03559,order_cancellation,0.7115,RAG00628,payment,0.708,RAG04126,general_support,0.7043,RAG04989,refund,0.7032,RAG02857,prime_membership,0.7026,RAG00879,payment,0.6991
GLD0044,308894,"@AmazonHelp I'm having a problem getting my products delivered. When I call customer service it seems they don't clearly ""hear"" my issue. U.S. needed || @AmazonHelp USPS they keep saying no place to leave it but I'm at home. I need a place to call to speak to someone who can really help.  I need my order",general_support,general_support,0.752,1,1,1.0,18.99,1,1,1,1,RAG04280,RAG02147,account_access,0.7088,RAG03734,order_cancellation,0.7007,RAG01750,return_replacement,0.6849,RAG01626,return_replacement,0.6832,RAG00109,delivery_shipping,0.6809,RAG00148,delivery_shipping,0.6804,RAG03121,technical_app,0.6798,RAG01719,return_replacement,0.6756,RAG04193,general_support,0.6741
GLD0045,862561,"@AmazonHelp Finally, the customer support is there to support customers and not sellers. This is fundamental. This can't be solved by your call center. || @AmazonHelp When reported to Seller support we were advised that the case has been forwarded to the relelvant department. || @AmazonHelp This is the main problem. The relevant department is the customer service and the seller support refuse help!",general_support,account_access,0.7536,10,0,0.1,19.68,0,0,0,1,RAG02088,RAG03970,security_fraud,0.7533,RAG01901,product_issue,0.7389,RAG02094,account_access,0.7388,RAG00571,payment,0.731,RAG04008,security_fraud,0.7263,RAG03536,order_cancellation,0.7218,RAG01476,return_replacement,0.7218,RAG01828,product_issue,0.7193,RAG04151,general_support,0.7188
GLD0046,294884,@AmazonHelp I needed the package on the 6th. I have a flight at 7.30 am on the 7th. Raising the issue with customer care does not solve my problem. || @AmazonHelp Okay thank you. I sent the email. || @AmazonHelp Thanks a lot for your help!,general_support,delivery_shipping,0.6964,10,0,0.1,17.3,0,0,0,1,RAG00154,RAG00044,delivery_shipping,0.6954,RAG00431,delivery_shipping,0.6903,RAG00161,delivery_shipping,0.6862,RAG00282,delivery_shipping,0.6787,RAG00280,delivery_shipping,0.6785,RAG00326,delivery_shipping,0.6784,RAG00070,delivery_shipping,0.6784,RAG04887,delivery_shipping,0.6737,RAG04136,general_support,0.6734
GLD0047,1693734,@AmazonHelp I have filled my details again...i hope someone will not call or email to ask what issue i am having rather fix the Problem..also can you share escalation contact as i definitely wants to share how much struggle i had for a simple issue to avoid same for others || @AmazonHelp Why you are wasting my time again and again...again i received email asking me too explain my issue which i alread did to your 10 executive... please give me some escalation contact... frankly you are just wasting my time || @AmazonHelp How many time you want me to respond...i have responded 20 email in last 1 month and Everytime i get new email asking to explain same problem...do you have someone who really wants to help customer or i will continue wasting my time..and no escalation point??????,general_support,technical_app,0.7061,3,0,0.3333333333333333,30.41,0,1,1,1,RAG04853,RAG02276,account_access,0.7037,RAG04497,general_support,0.7014,RAG04706,delivery_shipping,0.701,RAG04899,delivery_shipping,0.6963,RAG04385,general_support,0.6878,RAG03865,order_cancellation,0.6833,RAG02218,account_access,0.6821,RAG04824,delivery_shipping,0.679,RAG00026,delivery_shipping,0.677
GLD0048,2390493,"@AmazonHelp As a prime customer who spends a lot of money with you,I am disgusted at the level of customer service that I receive whenever I call you with a problem.I have complained about Amazon logistics over and over again but nothing changes.#badcustomerservice || @AmazonHelp I have no idea what is happening as I've been told to wait 24 hours because apparently it's impossible for a company called Amazon to contact a company called Amazon Logistics by phone to find out what has happened to my parcel,which is blatantly not true.",general_support,refund,0.7526,7,0,0.14285714285714285,23.37,0,0,0,1,RAG00991,RAG04714,delivery_shipping,0.7417,RAG02724,prime_membership,0.7375,RAG03734,order_cancellation,0.7367,RAG00329,delivery_shipping,0.7247,RAG02733,prime_membership,0.7192,RAG04554,general_support,0.7192,RAG04945,general_support,0.7184,RAG02870,prime_membership,0.7167,RAG04457,general_support,0.7157
GLD0049,2946889,"@AmazonHelp no. there was no date as it is out of stock but no one notified me. if I didn't contact you, I would never have known. not cool. || @AmazonHelp I would like to say Ackela S was very helpful. She contacted the seller, found out the status? cancelled my original order and found the same deal under Amazon and then upgraded my shipping - simply amazing. Only issue is that she was 3rd person I talked to. Other 2 did not help.",general_support,order_cancellation,0.6345,2,0,0.5,22.09,0,1,1,1,RAG03431,RAG04445,general_support,0.628,RAG02931,prime_membership,0.615,RAG01118,refund,0.6135,RAG01551,return_replacement,0.6073,RAG02571,prime_membership,0.5952,RAG00154,delivery_shipping,0.5952,RAG04201,general_support,0.5924,RAG03632,order_cancellation,0.5915,RAG03853,order_cancellation,0.5913
GLD0050,812360,"@AmazonHelp Also if this isn't the service you expect why is it so prevalent? If you organise a large sale, make sure you're equipped to handle it, and train your customer support staff to help rather than give us different information every time we contact || @AmazonHelp Despatched. Since Wednesday. It said guaranteed next day delivery. Your staff on Thursday said it would arrive yesterday. Today we were given an extended time of Monday. Contacted staff online who said Tuesday. We need this item. We've paid for the privilege of what?",general_support,prime_membership,0.7564,9,0,0.1111111111111111,22.82,0,0,0,1,RAG02959,RAG00193,delivery_shipping,0.7492,RAG00160,delivery_shipping,0.7375,RAG02712,prime_membership,0.7326,RAG02623,prime_membership,0.7315,RAG02696,prime_membership,0.7311,RAG02938,prime_membership,0.7301,RAG02733,prime_membership,0.7282,RAG04992,general_support,0.7277,RAG02310,account_access,0.727
GLD0051,2597920,@AmazonHelp I ordered a phone with icici credit card on no cost emi ...... the bank are charging interest amount and gst tax also with monthly emi ..... i have been trying to call amazon customer care ....... they rply me with they cant find my order that I placed ..... what bullshit!!! || @AmazonHelp The help I received from amazonhelp didnt resolved my problem. Not at all satisfied by @115821 . No futher purchase will be done from now onwards!!,general_support,account_access,0.6415,0,0,0.0,28.0,0,0,0,0,RAG02430,RAG00554,payment,0.6365,RAG04638,payment,0.6191,RAG00645,payment,0.6174,RAG00826,payment,0.6169,RAG00825,payment,0.616,RAG04994,prime_membership,0.6073,RAG00758,payment,0.6047,RAG04905,payment,0.6024,RAG00550,payment,0.6006
GLD0052,2266907,@AmazonHelp Plz dun ask to contact support team... They have no idea what have happened... And unnecessarily I dun want to waste my time there... It's waste of time ordering in Amazon @115850 never again ll do the same mistake.. M done.. || @AmazonHelp @115850 see again it happened.. I have not received my order and getting message that it's delivered.. And the contact number which I have got he have no clue where the product is. And customer service threatening to cancel the order again.. Thanku fr grt service,general_support,general_support,0.7325,1,1,1.0,24.34,1,1,1,1,RAG04403,RAG03089,technical_app,0.7038,RAG03561,order_cancellation,0.6866,RAG01775,return_replacement,0.6858,RAG04714,delivery_shipping,0.672,RAG03232,technical_app,0.6694,RAG01981,product_issue,0.6688,RAG03779,order_cancellation,0.6671,RAG01894,product_issue,0.6668,RAG01665,return_replacement,0.6648
GLD0053,442771,"@AmazonHelp where to reply || @AmazonHelp For God’s Shake Please Mention the SERIAL NUMBER of LAPTOP in the Invoice ???????????????????? Serious Unprofessional behaviour @115821 @115850 unexpected.
Thank you for the support on my Last purchase from @115850 I am afraid that I don’t want to see @115821 any more???????? || @AmazonHelp I don’t think it shall work.. @1469 is not ready to register my ?? warranty without the proper invoice and all @115850 is providing the wrong invoices.. Who will cover the damages if there’ll always be any in future.?
I am cheated by @115850 ???? || @AmazonHelp I am replying ,to the correspondence sent by you ,for last 4 days and still nothing happened. Your seller is sending me wrong invoices repeatedly. They are sending me invoice of a mouse instead of ??. @115850 Can’t differentiate b/w mouse and ???",general_support,general_support,0.7456,1,1,1.0,38.25,1,1,1,1,RAG04782,RAG04927,delivery_shipping,0.6273,RAG03865,order_cancellation,0.5984,RAG04714,delivery_shipping,0.5965,RAG04495,general_support,0.5901,RAG01693,return_replacement,0.5811,RAG04659,return_replacement,0.581,RAG00932,refund,0.5798,RAG00802,payment,0.5792,RAG01497,return_replacement,0.5778
GLD0054,329194,"@AmazonHelp Did your apology is enough?It's been near to one month i am waiting for your installation n services.public should know you are failed to provide better service to your valuable customers. || @AmazonHelp @115850 @AmazonHelp After so many conversation again you are failed to help me.
stop this type of activities and don't make fool again n again..Big Big Shame on Amazon.in || @AmazonHelp @115850 @115821  There are more than 6 mails which i had sent to your concerned,i have received more than 8 calls frm your side ans they are telling same thing we want to help you.I had filled your form 5 days earlier and you have sent me confm mail.Look this. https://t.co/fCNNtMz4md || @AmazonHelp Mr.Moin is a big lair he committed me installation has been done today at any cost.Kindly find the message from your moin which he sent to me.He committed today's time.I have a all proof Amazon is failed to provide better service to their customers..Admit it. https://t.co/U6iS6OPXug",general_support,general_support,0.834,1,1,1.0,36.82,1,1,1,1,RAG04961,RAG00128,delivery_shipping,0.7407,RAG01693,return_replacement,0.7318,RAG04714,delivery_shipping,0.7291,RAG04798,delivery_shipping,0.7245,RAG04403,general_support,0.7242,RAG04700,order_cancellation,0.7232,RAG00932,refund,0.7183,RAG00975,refund,0.7169,RAG00529,payment,0.7122
GLD0055,2887369,"@AmazonHelp Oh jeez hi. It hasn't been shipped, the seller actually contacted me and suggested I cancel the order so nothing has been shipped or changed other than it needing to be canceled. || @AmazonHelp Yeeep, I did all of that last night. Never received an email and it still says ""we are cancelling your order"" on my order page. || @AmazonHelp I mean, it's shipped and sold through a 3rd party and was cancelled within an hour of ordering.. but alright. Thanks.",order_cancellation,order_cancellation,0.6618,1,1,1.0,21.34,1,1,1,1,RAG03582,RAG00239,delivery_shipping,0.6594,RAG04674,order_cancellation,0.6523,RAG03621,order_cancellation,0.6491,RAG03215,technical_app,0.6482,RAG02196,account_access,0.6428,RAG03483,order_cancellation,0.6378,RAG03460,order_cancellation,0.6357,RAG00090,delivery_shipping,0.6349,RAG04567,order_cancellation,0.6344
GLD0056,419863,"@AmazonHelp I can't accept it. You guys have confirmed through mail, not jus once but through 3 mails, that you received the payment. It's you glitch || @AmazonHelp Vin very simple language, y did you cancel my order, even after a sucessful payment(confirmed by your repretative through mail) || @AmazonHelp You have sent order cancellation mail after 48hours, how you are justifying that?",order_cancellation,order_cancellation,0.6887,1,1,1.0,21.85,1,1,1,1,RAG04694,RAG04567,order_cancellation,0.6852,RAG01228,refund,0.6852,RAG00620,payment,0.6843,RAG03773,order_cancellation,0.6841,RAG03598,order_cancellation,0.6813,RAG03780,order_cancellation,0.6791,RAG00695,payment,0.6769,RAG03706,order_cancellation,0.6656,RAG03503,order_cancellation,0.6604
GLD0057,1682752,"@AmazonHelp Same old stereotype answer. And your escalation team has no update from 40 days... Some professionalism? Always disappoint customer? || @AmazonHelp Yes. Stereotypes response.

Orders can be returned for a number of reasons including lack of address information or failed delivery attempts || @AmazonHelp Help or close Amazon. This is redundant issue. 
Do you have logistics or dummies doing random thing. @115851 last 45 days Amazon cancelling my orders without delivery attempt. || @AmazonHelp Don't fool me. I emailed you on 16 October and from then all you are doing is investigation.
I guess this is a scam to show order number (to show you get many orders)and then cancel them because you are bloody cheaters.
Authority should investigate Amazon. || @AmazonHelp Why cancellation, without any delivery attempt?
Many order cancelled? Who run this scam? What's the motive?
Example: Book order from different seller was cancelled twice without delivery attempt.
Cheating &amp; scams won't help you much in Indian marketplace.",order_cancellation,technical_app,0.7453,4,0,0.25,33.65,0,0,1,1,RAG04849,RAG04714,delivery_shipping,0.7106,RAG04928,return_replacement,0.6922,RAG03529,order_cancellation,0.6919,RAG04611,delivery_shipping,0.689,RAG04798,delivery_shipping,0.6878,RAG00090,delivery_shipping,0.6853,RAG03215,technical_app,0.6805,RAG03564,order_cancellation,0.6786,RAG03582,order_cancellation,0.678
GLD0058,424997,"@AmazonHelp it was! i even got in touch with the seller to explain why i requested cancellation but i’d received a notification from my bank that i’d been charged for the order by then. the order was cancelled two days after, approximately, but i didn’t receive a refund or anything.",order_cancellation,order_cancellation,0.6616,1,1,1.0,14.79,1,1,1,1,RAG03582,RAG03215,technical_app,0.6217,RAG03624,order_cancellation,0.6207,RAG00666,payment,0.599,RAG01470,return_replacement,0.598,RAG03460,order_cancellation,0.5958,RAG03440,order_cancellation,0.5928,RAG04905,payment,0.5912,RAG03621,order_cancellation,0.5909,RAG00834,payment,0.588
GLD0059,2116220,"@AmazonHelp I ordered a halloween outfit for my daughter at 9.99, I paid 4.99 for next day delivery. 
Later that day I tried to cancel my order and was told it may or may not be cancelled. So now I havent received the item nor a refund",order_cancellation,prime_membership,0.5618,2,0,0.5,14.31,0,1,1,1,RAG02882,RAG03479,order_cancellation,0.5573,RAG03735,order_cancellation,0.5493,RAG01034,refund,0.5402,RAG00737,payment,0.5359,RAG03231,technical_app,0.5243,RAG01470,return_replacement,0.5197,RAG03215,technical_app,0.5196,RAG03676,order_cancellation,0.5185,RAG03675,order_cancellation,0.5177
GLD0060,1099304,"@AmazonHelp I hv requested my order cancellation but customer care cancelled my all order 
really pathetic
U cannot cancel my orders without my permissi",order_cancellation,order_cancellation,0.7788,1,1,1.0,11.24,1,1,1,1,RAG03641,RAG04694,order_cancellation,0.7109,RAG03514,order_cancellation,0.6913,RAG03564,order_cancellation,0.688,RAG03679,order_cancellation,0.675,RAG03561,order_cancellation,0.6736,RAG03553,order_cancellation,0.665,RAG03781,order_cancellation,0.664,RAG03575,order_cancellation,0.6636,RAG03577,order_cancellation,0.6633
GLD0061,381716,"@AmazonHelp I know the order got canceled, but i want the reason. I didn't cancel from my end. 

Even i wondered after seen the Cancellation SMS",order_cancellation,technical_app,0.71,3,0,0.3333333333333333,12.16,0,1,1,1,RAG03215,RAG02196,account_access,0.6955,RAG03532,order_cancellation,0.6918,RAG03582,order_cancellation,0.6887,RAG03621,order_cancellation,0.6843,RAG03679,order_cancellation,0.6798,RAG04694,order_cancellation,0.6763,RAG03723,order_cancellation,0.6723,RAG03661,order_cancellation,0.6609,RAG03423,order_cancellation,0.6555
GLD0062,1758662,@AmazonHelp was told to cancel my order and re-order but it didn't show up in the canceled tab in my account. Rep had to email me,order_cancellation,order_cancellation,0.7219,1,1,1.0,13.33,1,1,1,1,RAG03514,RAG02196,account_access,0.7178,RAG03679,order_cancellation,0.7173,RAG03621,order_cancellation,0.6976,RAG03842,order_cancellation,0.6957,RAG03638,order_cancellation,0.6937,RAG03746,order_cancellation,0.6893,RAG03723,order_cancellation,0.6888,RAG03629,order_cancellation,0.6856,RAG03780,order_cancellation,0.6847
GLD0063,2826409,"@AmazonHelp A Black Friday order was cancelled for unknown reason, advisor wouldn't reinstate at purchase price. Was told it would be back on deal on Sunday. It Wasn't. Told it would be back on deal today, it isn't.  You had stock on Friday and Saturday, but wouldn't honour BF price. Poor... || @AmazonHelp I didn't cancel the order, Amazon did. The email  received said I cancelled it. The advisor told me it was cancelled by amazon team for unknown reason. Told me the deal would be back on at same price, which it wasn't. Amazon cancelled order for unknown reason even though is stock",order_cancellation,order_cancellation,0.7842,1,1,1.0,25.03,1,1,1,1,RAG03607,RAG03231,technical_app,0.6967,RAG03842,order_cancellation,0.6689,RAG03215,technical_app,0.6454,RAG03582,order_cancellation,0.6445,RAG01470,return_replacement,0.6376,RAG00643,payment,0.6274,RAG02196,account_access,0.6208,RAG03618,order_cancellation,0.6196,RAG03501,order_cancellation,0.6192
GLD0064,837522,@AmazonHelp @115821 @115850 today one more order got cancelled...  leave it you are fooling people by reason pricing difference || @AmazonHelp @115850 @115821 @37005 @72281 just now one more cancelled can you please guarantee that my next order will not be cancelled || @AmazonHelp @115850 @115821 @37005 @206311 delivery happen only when there is no cancellation but in last 6 months my 8 order got cancelled,order_cancellation,technical_app,0.6587,2,0,0.5,21.0,0,1,1,1,RAG03215,RAG03668,order_cancellation,0.6582,RAG03661,order_cancellation,0.6448,RAG03561,order_cancellation,0.6363,RAG03582,order_cancellation,0.6359,RAG03799,order_cancellation,0.6353,RAG02196,account_access,0.6324,RAG03592,order_cancellation,0.63,RAG03564,order_cancellation,0.6273,RAG03842,order_cancellation,0.6235
GLD0065,230187,@AmazonHelp It is a birthday present for tomorrow so need to know whether to cancel order or not. || @AmazonHelp I just submitted the problem but if I do not hear anything by 1700 I am going to have to cancel my order and buy elsewhere sadly.Thank you. || @AmazonHelp Thank you for responding so promptly. || @AmazonHelp I cancelled and reordered just to see if it would work and it has dispatched straightaway. Needs to be looked at with some preorders.,order_cancellation,order_cancellation,0.6322,1,1,1.0,21.2,1,1,1,1,RAG03779,RAG00487,payment,0.6234,RAG00090,delivery_shipping,0.6229,RAG03799,order_cancellation,0.6198,RAG03621,order_cancellation,0.6192,RAG03840,order_cancellation,0.6183,RAG00832,payment,0.6107,RAG03561,order_cancellation,0.6071,RAG03424,order_cancellation,0.6032,RAG04196,general_support,0.601
GLD0066,98690,"@AmazonHelp Called in because order was SUPPOSED to be delivered today and I rearranged my schedule to be here.  Was told to read my email and that what was on the website was only SORT OF a promise until after an email was sent.  The same agent told me I could cancel my order or my prime! || @AmazonHelp Yes, but being inundated with emails during cyberWEEK (in excess of 400 a day) I missed that they had changed the date.  Your agent was unencumbered with my dilemma, so I became unencumbered with her.  I told her I would tweet she said that was FINE!  I'm telling you, THIS is not",order_cancellation,delivery_shipping,0.7234,3,0,0.3333333333333333,26.63,0,1,1,1,RAG04722,RAG00268,delivery_shipping,0.7127,RAG03798,order_cancellation,0.6947,RAG04798,delivery_shipping,0.6921,RAG00335,delivery_shipping,0.6845,RAG03785,order_cancellation,0.6839,RAG00780,payment,0.6832,RAG00203,delivery_shipping,0.6831,RAG03459,order_cancellation,0.6811,RAG02321,account_access,0.6804
GLD0067,2666880,"@AmazonHelp I have just cancelled my order as I can't be doing with the stress however, the cancellation email states I won't have been charged for the item, that would be great except I have been charged...5 times || @AmazonHelp I have had to ring someone as once cancelled my item completely disappeared from my account history. They have told me I will have to wait 7 days for them to issue refunds which is great but £250 should never of been taken out in the first place ?? disappointed",order_cancellation,technical_app,0.758,2,0,0.5,19.36,0,1,1,1,RAG03215,RAG03735,order_cancellation,0.7438,RAG03746,order_cancellation,0.7357,RAG03759,order_cancellation,0.7352,RAG03570,order_cancellation,0.7332,RAG00720,payment,0.7289,RAG00585,payment,0.7273,RAG03624,order_cancellation,0.7237,RAG01470,return_replacement,0.718,RAG00666,payment,0.7175
GLD0068,69665,"@AmazonHelp I am waiting to hear back from the seller. I don't really think a reason would even matter right now. I paid, and then some time later they shipped it. Could I get it for the same price I purchased it for if they put it back up for sale? Can't find anything similar on Amazon. || @AmazonHelp I'm waiting for them to answer my first email. I can ask whenever they do respond, but honestly I am running out of time. I also don't appreciate them waiting until delivery day to cancel my order, so I'm not too fond of them. Currently looking to purchase elsewhere.",order_cancellation,prime_membership,0.6036,8,0,0.125,23.44,0,0,0,1,RAG02571,RAG04690,refund,0.5991,RAG01139,refund,0.5944,RAG04839,delivery_shipping,0.5875,RAG01008,refund,0.5834,RAG01532,return_replacement,0.5826,RAG01232,refund,0.5809,RAG03675,order_cancellation,0.5756,RAG01618,return_replacement,0.5734,RAG03198,technical_app,0.5704
GLD0069,2766390,"@AmazonHelp DISPATCHING SOON. CANCELLATION ISN'T GUARANTEED.

It's the fact you tell me the item will come on one day and then actually it won't, so why lie? || @AmazonHelp No, not at all.

GET IT ON WEDNESDAY.
*ORDERS*
COMING THURSDAY.
LULZ.
CAN'T CANCEL EITHER. https://t.co/Hk2Dk9GCHd || @AmazonHelp Yes. Fine, I get that.

But why does your system say a delivery will come on Wednesday and the moment I order it, it changes to Thursday.

It keeps doing this.

If you are doing a ""guestimate"", stop it. Be truthful.",order_cancellation,delivery_shipping,0.6955,6,0,0.16666666666666666,24.85,0,0,0,1,RAG00160,RAG02855,prime_membership,0.685,RAG00340,delivery_shipping,0.6801,RAG04788,delivery_shipping,0.6787,RAG02959,prime_membership,0.6768,RAG03523,order_cancellation,0.6734,RAG00233,delivery_shipping,0.672,RAG04645,delivery_shipping,0.6705,RAG02724,prime_membership,0.6683,RAG00159,delivery_shipping,0.6668
