rag_id,conversation_id,intent_hint,customer_problem,historical_response,document_text,source,golden_overlap
RAG00087,1515349,delivery_shipping,USER Y’all deliver our packages to the wrong house every time. We literally brought cupcakes to our neighbors as an apology for all the boxes || USER They say “AMZL US” || USER box came to my house. Covered in some pink goop and the delivery guy drove across our lawn. The stress isn’t even worth having prime anymore,"USER I hate to hear about your delivery issues, Kristen! Without giving account info, please tell me more about the issues? ^CN || USER When things are delivered to your neighbors, who's typically the carrier? You can check here: ^BL || USER I'd like to have a member from our team properly escalate this; please provide your info here: ^WM","Historical AmazonHelp support example.
Customer problem: USER Y’all deliver our packages to the wrong house every time. We literally brought cupcakes to our neighbors as an apology for all the boxes || USER They say “AMZL US” || USER box came to my house. Covered in some pink goop and the delivery guy drove across our lawn. The stress isn’t even worth having prime anymore
Historical support response: USER I hate to hear about your delivery issues, Kristen! Without giving account info, please tell me more about the issues? ^CN || USER When things are delivered to your neighbors, who's typically the carrier? You can check here: ^BL || USER I'd like to have a member from our team properly escalate this; please provide your info here: ^WM",TWCS AmazonHelp historical conversation,False
RAG00088,704436,delivery_shipping,"USER I ordered from Amazon.in, the last update about the package was on 18th nov 6 a.m and product was supposed to be delivered yesterday😡 || USER #fakepromises,Still no replies &amp; no product delivery.😡 #Neverending wait","USER Hey Shubham, I'm sorry to hear about the issues. Which one of our sites did you order from? Was it or one of our others? ^PJ || USER Apologies for the disappointment. We’d like to help you, please fill this form: and we’ll contact you soon. ^MN","Historical AmazonHelp support example.
Customer problem: USER I ordered from Amazon.in, the last update about the package was on 18th nov 6 a.m and product was supposed to be delivered yesterday😡 || USER #fakepromises,Still no replies &amp; no product delivery.😡 #Neverending wait
Historical support response: USER Hey Shubham, I'm sorry to hear about the issues. Which one of our sites did you order from? Was it or one of our others? ^PJ || USER Apologies for the disappointment. We’d like to help you, please fill this form: and we’ll contact you soon. ^MN",TWCS AmazonHelp historical conversation,False
RAG00089,2135674,delivery_shipping,USER Didn't received my package today || USER I will send a message with the screen shots so you can have a look in to it || USER Called and no look. Don't want refund as amazing price for son's no.1 item on Xmas list which it won't be that cheap again &amp; no others in stock. Been told to wait a few more days to see if anything comes back in stock or if it turns up which is stress I don't need. || USER Might be getting somewhere finally. It's been stressful and I just hope it's not damaged after all of this || USER So relieved to finally receive it. It's been a stressful week thinking it was lost and I was going to end up paying more but I now feel like Xmas is sorted || USER Your service is getting to be a joke now. I've another package delayed. I didn't kick up a fuss last time but I can't believe twice in a row.,"USER parcel by 21:00 today, please let us know so we can investigate further. ^HC (2/2) || USER I'm sorry you didn't receive your parcel today. What does the tracking show for your parcel? ^HS || USER I'm sorry for the delay! Please give us a call here: so we can look into this with you. ^TR || USER Sorry to hear about the stock issues. Please keep us posted. ^ES || USER Please keep us posted Phill, we want to be sure the little one gets his favorite toy! ^MA || USER Excellent! Thank you so much for the update, Phil! We're always just a click away if you need us. 😊 ^ML","Historical AmazonHelp support example.
Customer problem: USER Didn't received my package today || USER I will send a message with the screen shots so you can have a look in to it || USER Called and no look. Don't want refund as amazing price for son's no.1 item on Xmas list which it won't be that cheap again &amp; no others in stock. Been told to wait a few more days to see if anything comes back in stock or if it turns up which is stress I don't need. || USER Might be getting somewhere finally. It's been stressful and I just hope it's not damaged after all of this || USER So relieved to finally receive it. It's been a stressful week thinking it was lost and I was going to end up paying more but I now feel like Xmas is sorted || USER Your service is getting to be a joke now. I've another package delayed. I didn't kick up a fuss last time but I can't believe twice in a row.
Historical support response: USER parcel by 21:00 today, please let us know so we can investigate further. ^HC (2/2) || USER I'm sorry you didn't receive your parcel today. What does the tracking show for your parcel? ^HS || USER I'm sorry for the delay! Please give us a call here: so we can look into this with you. ^TR || USER Sorry to hear about the stock issues. Please keep us posted. ^ES || USER Please keep us posted Phill, we want to be sure the little one gets his favorite toy! ^MA || USER Excellent! Thank you so much for the update, Phil! We're always just a click away if you need us. 😊 ^ML",TWCS AmazonHelp historical conversation,False
RAG00090,661402,delivery_shipping,"USER Ordered something on October 07, Never Arrived. Estimated Ship Date keeps pushing..Now Dec 16. No way to cancel because Seller marked item as shipped. Very Frustrating! Cancelling my Prime Account! #Amazon || USER Yup. Did that. The issue is that your website makes One Click Ordering a Cinch, but if you have an issue with an order you need to spend hours trying to get help. Kuddos. It's a Great Business Model--to exploit consumers. #Amazon","USER I'm sorry you had a disappointing experience. We'd like to help! Without any account details, can you tell us more about what is going on? ^SG || USER I understand your frustration. To clarify, have you had a chance to message the seller? ^SJ","Historical AmazonHelp support example.
Customer problem: USER Ordered something on October 07, Never Arrived. Estimated Ship Date keeps pushing..Now Dec 16. No way to cancel because Seller marked item as shipped. Very Frustrating! Cancelling my Prime Account! #Amazon || USER Yup. Did that. The issue is that your website makes One Click Ordering a Cinch, but if you have an issue with an order you need to spend hours trying to get help. Kuddos. It's a Great Business Model--to exploit consumers. #Amazon
Historical support response: USER I'm sorry you had a disappointing experience. We'd like to help! Without any account details, can you tell us more about what is going on? ^SG || USER I understand your frustration. To clarify, have you had a chance to message the seller? ^SJ",TWCS AmazonHelp historical conversation,False
RAG00091,524878,delivery_shipping,"USER No new delivery date yet. It looks like it hasn't even shipped, just ""we're encountering a delay in shipping the item below [...]""; the other part of the order did ship Amazon Logistics, and claims to be out for delivery. || USER LMAO! Yet another USER Prime shipment due today didn't show up. This is absolutely comical. I can't believe how efficient USER has become at disappointing me, and yet has me pay for the pleasure. || USER This time it's UPS. Of the last 8 orders I've made, 6 were late; of those, 2 were USPS, 4 were Amazon Logistics, and this one was UPS. Several of the orders were late before they ever got to the carrier.","USER I'm incredibly sorry you didn't hear back from us, Scott. That shouldn't ever happen. Was this delay also with Amazon Logistics? Have we provided a new delivery date? ^AM || USER I'm sorry for the delayed item. We strive to ship items as quickly as possible, but in rare cases, delays may occur. If we've missed our delivery date, we'd like a chance to look into this with you and review our available options here: ^WT || USER I'm so sorry for the frustration! Just to confirm, which carrier was scheduled to deliver your shipment? You can check here: ^TN","Historical AmazonHelp support example.
Customer problem: USER No new delivery date yet. It looks like it hasn't even shipped, just ""we're encountering a delay in shipping the item below [...]""; the other part of the order did ship Amazon Logistics, and claims to be out for delivery. || USER LMAO! Yet another USER Prime shipment due today didn't show up. This is absolutely comical. I can't believe how efficient USER has become at disappointing me, and yet has me pay for the pleasure. || USER This time it's UPS. Of the last 8 orders I've made, 6 were late; of those, 2 were USPS, 4 were Amazon Logistics, and this one was UPS. Several of the orders were late before they ever got to the carrier.
Historical support response: USER I'm incredibly sorry you didn't hear back from us, Scott. That shouldn't ever happen. Was this delay also with Amazon Logistics? Have we provided a new delivery date? ^AM || USER I'm sorry for the delayed item. We strive to ship items as quickly as possible, but in rare cases, delays may occur. If we've missed our delivery date, we'd like a chance to look into this with you and review our available options here: ^WT || USER I'm so sorry for the frustration! Just to confirm, which carrier was scheduled to deliver your shipment? You can check here: ^TN",TWCS AmazonHelp historical conversation,False
RAG00092,2320242,delivery_shipping,"USER Online it says out for delivery today. I've just gotten a text message and email saying delivery next Saturday however || USER I've spent the last hour on to your chat and it was hopeless || USER Your agent confirmed that the package would be delivered by 14.57 today, then whilst I was still on the chat I got an email and text saying delivery had been rescheduled for Saturday 18th","USER Hi Ian, I'm sorry to hear about the delay. Is there more info available about it in the tracking: ^JJ || USER I'm sorry for the delay, Ian. We'd like to investigate this with you! Please give us a call or chat here, to look into the order and possible solutions together. ^TG || USER What information and options were we able to provide when you contacted us? ^CS","Historical AmazonHelp support example.
Customer problem: USER Online it says out for delivery today. I've just gotten a text message and email saying delivery next Saturday however || USER I've spent the last hour on to your chat and it was hopeless || USER Your agent confirmed that the package would be delivered by 14.57 today, then whilst I was still on the chat I got an email and text saying delivery had been rescheduled for Saturday 18th
Historical support response: USER Hi Ian, I'm sorry to hear about the delay. Is there more info available about it in the tracking: ^JJ || USER I'm sorry for the delay, Ian. We'd like to investigate this with you! Please give us a call or chat here, to look into the order and possible solutions together. ^TG || USER What information and options were we able to provide when you contacted us? ^CS",TWCS AmazonHelp historical conversation,False
RAG00093,844193,delivery_shipping,"USER It’s about 25 hours since getting a promise of delivery. And 12 hours since I called up for the issue. No one knows where’s the package. || USER Yes I got, finally some hope! || USER Finally, received the phone - thanks a lot for the assistance team!","USER We'd request you to please wait for an update as our team is working on the issue. ^SM (2/2) || USER You should have received an email from us, please check and revert Bhaskar. ^HN || USER For any further assistance, kindly reply to the same email. ^RS","Historical AmazonHelp support example.
Customer problem: USER It’s about 25 hours since getting a promise of delivery. And 12 hours since I called up for the issue. No one knows where’s the package. || USER Yes I got, finally some hope! || USER Finally, received the phone - thanks a lot for the assistance team!
Historical support response: USER We'd request you to please wait for an update as our team is working on the issue. ^SM (2/2) || USER You should have received an email from us, please check and revert Bhaskar. ^HN || USER For any further assistance, kindly reply to the same email. ^RS",TWCS AmazonHelp historical conversation,False
RAG00094,2784553,delivery_shipping,"USER My wife ordrd galaxy tab as a prst for me with 1 day delivery by paying extra, but delivery guy delayed the delivery by 2 days and when we want to return it as my wife already bought it from outside they are not accepting it saying it's non returnable, WTH who's fault is this?",USER Looks like you had an unpleasant experience with your order. Could you elaborate on your concern without providing any order details? We'd like to help. ^MO,"Historical AmazonHelp support example.
Customer problem: USER My wife ordrd galaxy tab as a prst for me with 1 day delivery by paying extra, but delivery guy delayed the delivery by 2 days and when we want to return it as my wife already bought it from outside they are not accepting it saying it's non returnable, WTH who's fault is this?
Historical support response: USER Looks like you had an unpleasant experience with your order. Could you elaborate on your concern without providing any order details? We'd like to help. ^MO",TWCS AmazonHelp historical conversation,False
RAG00095,115909,delivery_shipping,"USER The latest tracking info proves the delivery company failed to deliver on the stated date and the lied about attempting delivery today, probably due to running late. Parcel was required urgently and now 2 days late! What info do you require? The tracking id? || USER I have done and all that could be done was to escalate to the shipping department. I’d like a contact number for myHermes so they can explain why their drivers aren’t trust worthy and lie. Their website has a number which isn’t manned and just an automated recording.","USER I'm sorry you haven't yet received your parcel! We're here to help! What is the latest tracking, found here: ^SE || USER I'm so sorry for the trouble with your delivery! We'd like to speak with you via phone or chat to take your carrier feedback. Please reach out to us here: ^DG","Historical AmazonHelp support example.
Customer problem: USER The latest tracking info proves the delivery company failed to deliver on the stated date and the lied about attempting delivery today, probably due to running late. Parcel was required urgently and now 2 days late! What info do you require? The tracking id? || USER I have done and all that could be done was to escalate to the shipping department. I’d like a contact number for myHermes so they can explain why their drivers aren’t trust worthy and lie. Their website has a number which isn’t manned and just an automated recording.
Historical support response: USER I'm sorry you haven't yet received your parcel! We're here to help! What is the latest tracking, found here: ^SE || USER I'm so sorry for the trouble with your delivery! We'd like to speak with you via phone or chat to take your carrier feedback. Please reach out to us here: ^DG",TWCS AmazonHelp historical conversation,False
RAG00096,691135,delivery_shipping,"USER Tracking number and they said check online, they also said it was attempted to be delivered on Sunday. USER do not work on sundays || USER Yes, he did... left letters and ask for a package and he had nothing for me","USER Thanks for reaching out, Daniel. What options/information were you provided with after speaking to them? Let us know! ^SA || USER USPS on Sundays in metropolitan areas. It should be delivered with the mail Has your postal mail ran in your area today? ^MJ","Historical AmazonHelp support example.
Customer problem: USER Tracking number and they said check online, they also said it was attempted to be delivered on Sunday. USER do not work on sundays || USER Yes, he did... left letters and ask for a package and he had nothing for me
Historical support response: USER Thanks for reaching out, Daniel. What options/information were you provided with after speaking to them? Let us know! ^SA || USER USPS on Sundays in metropolitan areas. It should be delivered with the mail Has your postal mail ran in your area today? ^MJ",TWCS AmazonHelp historical conversation,False
RAG00097,2317678,delivery_shipping,"USER I keep reporting delivery issues - I just want to know why it is so hard to get this right! It’s one parcel to one address! || USER The items due last Sat are now “late” &amp; due by 14th, &amp; the Nerf gun I REORDERED as you lost the first one, has been RETURNED when I want it! || USER Tried this and keep getting conflicting information. I will be cancelling PRIME after this and not using Amazon again, total waste of time and effort","USER Hi Dee, sorry to hear that. Please contact us here: to report these delivery issues. ^JJ || USER Sorry to hear about the delay in delivery. What info does the tracking show: ? ^ES || USER We would love to look into this further for your Dee. We don't have access to your details on social media so can you contact us by clicking the link: ^BZ","Historical AmazonHelp support example.
Customer problem: USER I keep reporting delivery issues - I just want to know why it is so hard to get this right! It’s one parcel to one address! || USER The items due last Sat are now “late” &amp; due by 14th, &amp; the Nerf gun I REORDERED as you lost the first one, has been RETURNED when I want it! || USER Tried this and keep getting conflicting information. I will be cancelling PRIME after this and not using Amazon again, total waste of time and effort
Historical support response: USER Hi Dee, sorry to hear that. Please contact us here: to report these delivery issues. ^JJ || USER Sorry to hear about the delay in delivery. What info does the tracking show: ? ^ES || USER We would love to look into this further for your Dee. We don't have access to your details on social media so can you contact us by clicking the link: ^BZ",TWCS AmazonHelp historical conversation,False
RAG00098,307917,delivery_shipping,"USER Latest update: Monday, Oct 2 4:22 AMPackage transferred to USPS for final delivery Shreveport, LA (The City I live in) || USER I got a replacement ordered. Thank you","USER We're happy to help! Could you tell us the latest tracking update showing here: ^ML || USER We'd like to review the order and assist you directly, please reach us via phone or chat here: ^JR","Historical AmazonHelp support example.
Customer problem: USER Latest update: Monday, Oct 2 4:22 AMPackage transferred to USPS for final delivery Shreveport, LA (The City I live in) || USER I got a replacement ordered. Thank you
Historical support response: USER We're happy to help! Could you tell us the latest tracking update showing here: ^ML || USER We'd like to review the order and assist you directly, please reach us via phone or chat here: ^JR",TWCS AmazonHelp historical conversation,False
RAG00099,1359033,delivery_shipping,"USER Well I pre-ordered it and it said that it's coming on launch day. The notification says it still could arrive today, but thats not guarante || USER Delivery date is supposed to be today. || USER What causes this to happen? || USER My package did arrive yesterday thanks Amazon! Sorry for getting upset I've just been looking forward to this game for awhile!","USER I'm so sorry for the delay. When placing the order, what shipping was selected? ^AG || USER As this would be the most accurate, what's the delivery date showing here: We deliver until 21:00. ^SA || USER I understand your concern, Taylor! Please let us know if your order doesn't arrive by 8pm local time. ^CS || USER Sometimes unforeseen circumstances can cause delays. Please keep us posted on your delivery. ^BA","Historical AmazonHelp support example.
Customer problem: USER Well I pre-ordered it and it said that it's coming on launch day. The notification says it still could arrive today, but thats not guarante || USER Delivery date is supposed to be today. || USER What causes this to happen? || USER My package did arrive yesterday thanks Amazon! Sorry for getting upset I've just been looking forward to this game for awhile!
Historical support response: USER I'm so sorry for the delay. When placing the order, what shipping was selected? ^AG || USER As this would be the most accurate, what's the delivery date showing here: We deliver until 21:00. ^SA || USER I understand your concern, Taylor! Please let us know if your order doesn't arrive by 8pm local time. ^CS || USER Sometimes unforeseen circumstances can cause delays. Please keep us posted on your delivery. ^BA",TWCS AmazonHelp historical conversation,False
RAG00100,694339,delivery_shipping,"USER It was supposed to deliver Nov 21 then delayed to yesterday by 8pm, now says delayed with no update from Fed Ex. Account __email__. || USER Est delivery date nov 23-28. Wayyy beyond 2 day shipping. No reason for 2 delays. Unacceptable with paid prime membership. || USER USER this exchange has not been helpful at all","USER I'm sorry for the wait. What delivery date is listed on your order confirmation e-mail? ^GR || USER We're unable to access your account via Twitter, but we'd like to help! Were you given an updated delivery date or a reason for the delay? Let us know! ^ZW || USER Sorry to hear that, Holly. Please let us know if your order does not arrive on your revised delivery date and keep an eye on your tracking here: ^TI","Historical AmazonHelp support example.
Customer problem: USER It was supposed to deliver Nov 21 then delayed to yesterday by 8pm, now says delayed with no update from Fed Ex. Account __email__. || USER Est delivery date nov 23-28. Wayyy beyond 2 day shipping. No reason for 2 delays. Unacceptable with paid prime membership. || USER USER this exchange has not been helpful at all
Historical support response: USER I'm sorry for the wait. What delivery date is listed on your order confirmation e-mail? ^GR || USER We're unable to access your account via Twitter, but we'd like to help! Were you given an updated delivery date or a reason for the delay? Let us know! ^ZW || USER Sorry to hear that, Holly. Please let us know if your order does not arrive on your revised delivery date and keep an eye on your tracking here: ^TI",TWCS AmazonHelp historical conversation,False
RAG00101,282236,delivery_shipping,"USER Yes, dispatched on schedule. But since then, 1 ""missed"" delivery even tho I was in. Since then been ""out for delivery"", but nothing so far || USER Hi, it still hasn't arrived. Saturday midnight. This 6 days after I ordered, on 1-day delivery on Prime. What are my options? Refund? Thanks","USER Sorry to hear it Hannah- Have the books dispatched and been assigned a carrier or? ^NV || USER Please let us know when it arrives today. If it's not there by 9pm, please let us know that too! ^RL","Historical AmazonHelp support example.
Customer problem: USER Yes, dispatched on schedule. But since then, 1 ""missed"" delivery even tho I was in. Since then been ""out for delivery"", but nothing so far || USER Hi, it still hasn't arrived. Saturday midnight. This 6 days after I ordered, on 1-day delivery on Prime. What are my options? Refund? Thanks
Historical support response: USER Sorry to hear it Hannah- Have the books dispatched and been assigned a carrier or? ^NV || USER Please let us know when it arrives today. If it's not there by 9pm, please let us know that too! ^RL",TWCS AmazonHelp historical conversation,False
RAG00102,326368,delivery_shipping,USER Every package shipped through them since we moved. All due to a slight Hill to our driveway. Literally 50 feet from our mailbox || USER Have this problem. Ever || USER That did nothing to help || USER A complaint was filed with the carrier. That’s it,"USER I'm sorry to hear about the trouble, Cory! What's the current tracking state for your order here: ^HC || USER Have you had a chance to have us look into this and take feedback and look into options: ^DO || USER We'd like to look into this further with you, Coy. Please reach out to us through the link previously provided. ^HC || USER I'm sorry! What guidance was given when you reached out to our customer service? ^AH","Historical AmazonHelp support example.
Customer problem: USER Every package shipped through them since we moved. All due to a slight Hill to our driveway. Literally 50 feet from our mailbox || USER Have this problem. Ever || USER That did nothing to help || USER A complaint was filed with the carrier. That’s it
Historical support response: USER I'm sorry to hear about the trouble, Cory! What's the current tracking state for your order here: ^HC || USER Have you had a chance to have us look into this and take feedback and look into options: ^DO || USER We'd like to look into this further with you, Coy. Please reach out to us through the link previously provided. ^HC || USER I'm sorry! What guidance was given when you reached out to our customer service? ^AH",TWCS AmazonHelp historical conversation,False
RAG00103,2969509,delivery_shipping,"USER Hi Amazon, yes, I have checked out everything, but still nothing, is it possible Amazon delivers packages late night? || USER Thank you! I have two more questions, and as Prime member, do you guys usually ship with Intelcom Express? Is there usually problems when a package is delivered without signature, that is still en route to delivery? And for my second package, is it possible to check the location? || USER ah okay then, just in case, I followed all of the guidelines, and in the event that my package was never delivered within 24-48 hours, and that the courier said they delivered the package to my address and I never received it, what happens then?","USER Thanks for letting us know about this issue, Patrick! We'd love to help. First, could you please confirm if you've tried these trouble shooting steps to locate the package? Thanks in advance for letting us know! ^JD || USER Depending on the carrier, orders can be delivered up until 9:00 p.m.! Most late deliveries arrive within a day or two- please keep us posted. ^BL || USER (2/2) Regarding the parcel's location; We don't have a way of offering real-time location for third-party carriers. ^WT","Historical AmazonHelp support example.
Customer problem: USER Hi Amazon, yes, I have checked out everything, but still nothing, is it possible Amazon delivers packages late night? || USER Thank you! I have two more questions, and as Prime member, do you guys usually ship with Intelcom Express? Is there usually problems when a package is delivered without signature, that is still en route to delivery? And for my second package, is it possible to check the location? || USER ah okay then, just in case, I followed all of the guidelines, and in the event that my package was never delivered within 24-48 hours, and that the courier said they delivered the package to my address and I never received it, what happens then?
Historical support response: USER Thanks for letting us know about this issue, Patrick! We'd love to help. First, could you please confirm if you've tried these trouble shooting steps to locate the package? Thanks in advance for letting us know! ^JD || USER Depending on the carrier, orders can be delivered up until 9:00 p.m.! Most late deliveries arrive within a day or two- please keep us posted. ^BL || USER (2/2) Regarding the parcel's location; We don't have a way of offering real-time location for third-party carriers. ^WT",TWCS AmazonHelp historical conversation,False
RAG00104,2548073,delivery_shipping,USER Yes the date was missed and the package (which is fulfilled by Amazon) is showing as not shipped || USER ZERO delivery updates. called cust. Svcs &amp; was told a ticket would be created. delivery ETA was unknown. Mgr offered refund #totalfail,USER Some orders may require extra processing time. Have we missed a delivery date provided at checkout? ^MW || USER Were you sent any e-mails containing any updated delivery dates or delays? What insight was given when you contacted us? ^MH,"Historical AmazonHelp support example.
Customer problem: USER Yes the date was missed and the package (which is fulfilled by Amazon) is showing as not shipped || USER ZERO delivery updates. called cust. Svcs &amp; was told a ticket would be created. delivery ETA was unknown. Mgr offered refund #totalfail
Historical support response: USER Some orders may require extra processing time. Have we missed a delivery date provided at checkout? ^MW || USER Were you sent any e-mails containing any updated delivery dates or delays? What insight was given when you contacted us? ^MH",TWCS AmazonHelp historical conversation,False
RAG00105,62382,delivery_shipping,"USER next day was shipped ground, and you refuse to reship || USER you will in 30 minutes. But that's irrelevant. It's showing that it shipped ground. That should be enough to reship. But no. || USER now that I've had to reorder the item a third time, I notice my subscribe and save is going to be delivered late. And we are still a week away from the delivery date. Why not ship it sooner, so I get it on time?","USER Oh no, I'm so sorry to hear about this! Without providing any personal or account details, can you tell us more about what's going on? ^NS || USER I can certainly understand your frustration. Have we missed the guaranteed delivery date shown here: ^DW || USER I'm sorry for any trouble! We don't have access to your account via Twitter. We'd like to help if we can. Please reach out to us here: ^MO","Historical AmazonHelp support example.
Customer problem: USER next day was shipped ground, and you refuse to reship || USER you will in 30 minutes. But that's irrelevant. It's showing that it shipped ground. That should be enough to reship. But no. || USER now that I've had to reorder the item a third time, I notice my subscribe and save is going to be delivered late. And we are still a week away from the delivery date. Why not ship it sooner, so I get it on time?
Historical support response: USER Oh no, I'm so sorry to hear about this! Without providing any personal or account details, can you tell us more about what's going on? ^NS || USER I can certainly understand your frustration. Have we missed the guaranteed delivery date shown here: ^DW || USER I'm sorry for any trouble! We don't have access to your account via Twitter. We'd like to help if we can. Please reach out to us here: ^MO",TWCS AmazonHelp historical conversation,False
RAG00106,2685158,delivery_shipping,"USER It is not specifically the last two orders which shipped USPS for delivery yesterdaish. It was the one before that which was definitely not delivered to our Mailbox. Or the one before that which showed up two days after delivery. Or the ones last year too. It is a joke now. || USER Not really upset, just want reliable tracking or a decent delivery service. No more guaranteed by 8pm on this day, and then having it marked delivered when it is not, or ""Delayed"" by the carrier. Just say ""Gave it to USPS, it will probably be delivered"". || USER Also, it isn't that I do not want to address the issue, it is simply that we have done this dance before. I email, they apologise, delivery tomorrow or day after. Will let someone know. No change. Otherwise love Amazon support.","USER Thanks for reaching out to us, Robert! Are you currently having issues with an order? If so, what order status and delivery date(s) are you seeing? You can view your orders here: ^SW || USER I truly am sorry for the problems with your delivery! Let's get this sorted together in real time with you here: ^JZ || USER We'd like to pass your feedback along to our transportation team. Please use the link ^JZ provided to e-mail following this sequence: Prime and Something else &gt;More non-order questions&gt; Give Amazon feedback. Let us know if it doesn't arrive tomorrow. ^KB","Historical AmazonHelp support example.
Customer problem: USER It is not specifically the last two orders which shipped USPS for delivery yesterdaish. It was the one before that which was definitely not delivered to our Mailbox. Or the one before that which showed up two days after delivery. Or the ones last year too. It is a joke now. || USER Not really upset, just want reliable tracking or a decent delivery service. No more guaranteed by 8pm on this day, and then having it marked delivered when it is not, or ""Delayed"" by the carrier. Just say ""Gave it to USPS, it will probably be delivered"". || USER Also, it isn't that I do not want to address the issue, it is simply that we have done this dance before. I email, they apologise, delivery tomorrow or day after. Will let someone know. No change. Otherwise love Amazon support.
Historical support response: USER Thanks for reaching out to us, Robert! Are you currently having issues with an order? If so, what order status and delivery date(s) are you seeing? You can view your orders here: ^SW || USER I truly am sorry for the problems with your delivery! Let's get this sorted together in real time with you here: ^JZ || USER We'd like to pass your feedback along to our transportation team. Please use the link ^JZ provided to e-mail following this sequence: Prime and Something else &gt;More non-order questions&gt; Give Amazon feedback. Let us know if it doesn't arrive tomorrow. ^KB",TWCS AmazonHelp historical conversation,False
RAG00107,1209839,delivery_shipping,USER i was told it would be here yesterday and then spoke to 3 people all saying it was the next delivery. once at 6pm then at 11pm then at 12pm || USER Yes it does. I've had 2 emails saying it's out for delivery one Sunday night and one last night and it still hasn't arrived || USER I did 3 times and each time they said it would be the next delivery,"USER Sorry about the delay. What estimated delivery date were you given? What's the latest info here: ^RS || USER We do not have access to customer accounts on Twitter. Is the current delivery status ""out for delivery""? || USER Sorry to hear that. Get in touch here: and we'll be happy to help. ^RS","Historical AmazonHelp support example.
Customer problem: USER i was told it would be here yesterday and then spoke to 3 people all saying it was the next delivery. once at 6pm then at 11pm then at 12pm || USER Yes it does. I've had 2 emails saying it's out for delivery one Sunday night and one last night and it still hasn't arrived || USER I did 3 times and each time they said it would be the next delivery
Historical support response: USER Sorry about the delay. What estimated delivery date were you given? What's the latest info here: ^RS || USER We do not have access to customer accounts on Twitter. Is the current delivery status ""out for delivery""? || USER Sorry to hear that. Get in touch here: and we'll be happy to help. ^RS",TWCS AmazonHelp historical conversation,False
RAG00108,2358849,delivery_shipping,"USER Amazon really just needs to stop using USER especially for Prine members. Nothing but problems with them! || USER It arrived. Over 48 hours after they said it did. And this is what USER considers to be acceptable delivery. (Amazon is cool, USPS is the joke here) || USER I will check and follow up with you guys tomorrow. Thanks for the super fast replies.","USER Hi, Guy! I'm sorry your package shows delivered but it was not received. We'd love to help. Please take a few minutes to try these steps: And let us know if you need further assistance! ^SP || USER We'd like to further research this matter. Please contact us using this link: Thanks! ^AP || USER Oh my! Are the contents okay? When you have a moment, please contact us via phone or chat here: so we may note the carrier feedback on your account as we're not able to do so via Twitter. ^KL","Historical AmazonHelp support example.
Customer problem: USER Amazon really just needs to stop using USER especially for Prine members. Nothing but problems with them! || USER It arrived. Over 48 hours after they said it did. And this is what USER considers to be acceptable delivery. (Amazon is cool, USPS is the joke here) || USER I will check and follow up with you guys tomorrow. Thanks for the super fast replies.
Historical support response: USER Hi, Guy! I'm sorry your package shows delivered but it was not received. We'd love to help. Please take a few minutes to try these steps: And let us know if you need further assistance! ^SP || USER We'd like to further research this matter. Please contact us using this link: Thanks! ^AP || USER Oh my! Are the contents okay? When you have a moment, please contact us via phone or chat here: so we may note the carrier feedback on your account as we're not able to do so via Twitter. ^KL",TWCS AmazonHelp historical conversation,False
RAG00109,2519239,delivery_shipping,"USER I’ve called customer service and emailed. The response was very disappointing. I just want my purchase or to have it replaced. Your current delivery system is not working,tracking says delivered but I don’t have my package. The AmzRep says wait 24hrs &amp; Call back",USER We'd like to document your feedback. Please send us an e-mail here: following this sequence: 1. Prime and Something else 2. More non-order questions&gt; Give Amazon feedback&gt; Opportunities for improvement 3. Choose the E-mail option ^EZ,"Historical AmazonHelp support example.
Customer problem: USER I’ve called customer service and emailed. The response was very disappointing. I just want my purchase or to have it replaced. Your current delivery system is not working,tracking says delivered but I don’t have my package. The AmzRep says wait 24hrs &amp; Call back
Historical support response: USER We'd like to document your feedback. Please send us an e-mail here: following this sequence: 1. Prime and Something else 2. More non-order questions&gt; Give Amazon feedback&gt; Opportunities for improvement 3. Choose the E-mail option ^EZ",TWCS AmazonHelp historical conversation,False
RAG00110,2318602,delivery_shipping,USER On the tracking details. It’s in the wrong county. A good 40 miles away. Normally they are out for delivery much closer to home. The same happened yesterday and the package never arrived || USER Yeah I did a live chat yesterday and delivery was re-arranged for today. But it looks like the same issue will occur || USER Amazon Logistics. Like I say it’s showing as out for delivery. But 40 miles away. I’ll be impressed if your courier travels that far,"USER Sorry to hear this. Where does it say it is out for delivery in the wrong place? ^PK || USER I'm sorry Stevie, have you contacted us with regards to both yet? An associate can look into this for you: ^BD || USER May I ask which carrier is delivering your parcel? You can check here: Keep us updated! ^CN","Historical AmazonHelp support example.
Customer problem: USER On the tracking details. It’s in the wrong county. A good 40 miles away. Normally they are out for delivery much closer to home. The same happened yesterday and the package never arrived || USER Yeah I did a live chat yesterday and delivery was re-arranged for today. But it looks like the same issue will occur || USER Amazon Logistics. Like I say it’s showing as out for delivery. But 40 miles away. I’ll be impressed if your courier travels that far
Historical support response: USER Sorry to hear this. Where does it say it is out for delivery in the wrong place? ^PK || USER I'm sorry Stevie, have you contacted us with regards to both yet? An associate can look into this for you: ^BD || USER May I ask which carrier is delivering your parcel? You can check here: Keep us updated! ^CN",TWCS AmazonHelp historical conversation,False
